,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.eventId,Input.summaryId,Input.qIdList,Input.summary_text,Input.statement_1,Input.statement_2,Input.statement_3,Input.statement_4,Input.statement_5,Input.statement_6,Input.statement_7,Input.statement_8,Input.statement_9,Input.statement_10,Input.statement_11,Input.statement_12,Input.statement_13,Input.statement_14,Input.statement_15,Input.statement_16,Answer.S10Answer,Answer.S11Answer,Answer.S12Answer,Answer.S13Answer,Answer.S14Answer,Answer.S15Answer,Answer.S16Answer,Answer.S1Answer,Answer.S2Answer,Answer.S3Answer,Answer.S4Answer,Answer.S5Answer,Answer.S6Answer,Answer.S7Answer,Answer.S8Answer,Answer.S9Answer,Answer.feedback,Approve,Reject
113,3FHTJGYT9RO7FTYSBZPUU3T528QPGZ,3XA69K8C52CKKED9ZUN20QQN2BP1WQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.15,Thu May 28 11:48:23 PDT 2020,3,BatchId:4057883;OriginalHitTemplateId:928390828;,5400,259200,Fri May 29 11:48:23 PDT 2020,,,3RUIQRXJBGC0WKUPL0Y4FYLFSDELLE,AD1FDB9A61LMS,Submitted,2020-05-28 13:06:05,2020-05-28 13:41:36,Sun May 31 13:41:36 PDT 2020,,,,2131,100% (145/145),100% (145/145),100% (145/145),cnndm5257,bart_out,"['864', '865', '866', '867', '868', '869', '870', '871', '872', '873', '874', '875', '876', '877', '878', '879']","Chris Christie appeared on the Tonight Show Wednesday evening , and wasted no time calling out Jimmy Fallon for his weight jokes about him on the program . After Fallon told Governor Christie he ` looked great , ' the New Jersey politician asked him ; ` If I look great , what the hell's with all the jokes every night ? ' . Then , to make amends , Fallon gave Christie his favorite food - ice cream . Fallon however pulled out two spoons thinking the men could share the ice cream , at which point Christie took the treat for himself , slowly moving away . Christie meanwhile has not yet announced if he plans to run for president in the upcoming election .",Chris Christie appeared on The Tonight Show.,Chris Christie called out Jimmy Fallon for his weight jokes about the governor.,Chris Christie called out Jimmy Fallon.,Jimmy Fallon brought out ice cream.,The ice cream was for the two to share.,Chris Christie hoarded the ice cream.,The ice cream was a pint of ice cream.,The ice cream was brought out later in the program.,Chris Christie was asked if he would run for president.,Chris Christie said ; ' I ’ve got a day job which keeps me busy ' .,Chris Christie said ; ' I ’ve got a day job which keeps me busy '  when asked if he would run for president.,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,p,n,n,n,{},,
114,3XUY87HIWT21M0X1UMVXQ4J7TPRMM8,3XA69K8C52CKKED9ZUN20QQN2BP1WQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.15,Thu May 28 11:48:23 PDT 2020,3,BatchId:4057883;OriginalHitTemplateId:928390828;,5400,259200,Fri May 29 11:48:23 PDT 2020,,,32VNZTT0ACSF1AIHKSWJFTS3CJF4R1,AWPRKXU5UNLMN,Submitted,2020-05-28 13:41:00,2020-05-28 13:41:05,Sun May 31 13:41:05 PDT 2020,,,,5,0% (0/0),0% (0/0),0% (0/0),cnndm5357,bart_out,"['816', '817', '818', '819', '820', '821', '822', '823', '824', '825', '826', '827', '828', '829', '830', '831']","Denise and Glen Higgs , from Braunton , Devon , had all but lost hope that they would ever be able to conceive after Glen was made infertile due to cancer treatment . But using his frozen sperm , doctors successfully created eight embryos through IVF fertility treatment and the couple had a daughter Mazy , born three years ago . The couple tried again using the same batch and Denise gave birth to twins Carter and Carson last week .",Denise and Glen Higgs are a couple.,The couple thought they 'd never have children.,Glen Higgs was infertile.,Cancer treatment caused the infertility.,The couple tried IVF.,"The couple are from Braunton , Devon.",The couple had Mazy.,The couple tried again using the same batch.,The couple had twins last week.,Mazy was born three years ago.,The twins are Carter & Carson.,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,n,p,p,p,p,n,{},,
115,3XUY87HIWT21M0X1UMVXQ4J7TPRMM8,3XA69K8C52CKKED9ZUN20QQN2BP1WQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.15,Thu May 28 11:48:23 PDT 2020,3,BatchId:4057883;OriginalHitTemplateId:928390828;,5400,259200,Fri May 29 11:48:23 PDT 2020,,,3S3AMIZX3ZTOV4CRV67HT2NNPV8CDJ,A3P7QP6K56ED2Z,Submitted,2020-05-28 14:00:23,2020-05-28 14:01:34,Sun May 31 14:01:34 PDT 2020,,,,71,100% (411/411),100% (411/411),100% (411/411),cnndm5357,bart_out,"['816', '817', '818', '819', '820', '821', '822', '823', '824', '825', '826', '827', '828', '829', '830', '831']","Denise and Glen Higgs , from Braunton , Devon , had all but lost hope that they would ever be able to conceive after Glen was made infertile due to cancer treatment . But using his frozen sperm , doctors successfully created eight embryos through IVF fertility treatment and the couple had a daughter Mazy , born three years ago . The couple tried again using the same batch and Denise gave birth to twins Carter and Carson last week .",Denise and Glen Higgs are a couple.,The couple thought they 'd never have children.,Glen Higgs was infertile.,Cancer treatment caused the infertility.,The couple tried IVF.,"The couple are from Braunton , Devon.",The couple had Mazy.,The couple tried again using the same batch.,The couple had twins last week.,Mazy was born three years ago.,The twins are Carter & Carson.,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,n,n,n,n,{},,
116,3XUY87HIWT21M0X1UMVXQ4J7TPRMM8,3XA69K8C52CKKED9ZUN20QQN2BP1WQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.15,Thu May 28 11:48:23 PDT 2020,3,BatchId:4057883;OriginalHitTemplateId:928390828;,5400,259200,Fri May 29 11:48:23 PDT 2020,,,3WLEIWSYHT5S92PRK9118ATZ5W62HR,A25FH7PXC446RG,Submitted,2020-05-28 12:18:36,2020-05-28 12:48:59,Sun May 31 12:48:59 PDT 2020,,,,1823,0% (0/0),0% (0/0),0% (0/0),cnndm5357,bart_out,"['816', '817', '818', '819', '820', '821', '822', '823', '824', '825', '826', '827', '828', '829', '830', '831']","Denise and Glen Higgs , from Braunton , Devon , had all but lost hope that they would ever be able to conceive after Glen was made infertile due to cancer treatment . But using his frozen sperm , doctors successfully created eight embryos through IVF fertility treatment and the couple had a daughter Mazy , born three years ago . The couple tried again using the same batch and Denise gave birth to twins Carter and Carson last week .",Denise and Glen Higgs are a couple.,The couple thought they 'd never have children.,Glen Higgs was infertile.,Cancer treatment caused the infertility.,The couple tried IVF.,"The couple are from Braunton , Devon.",The couple had Mazy.,The couple tried again using the same batch.,The couple had twins last week.,Mazy was born three years ago.,The twins are Carter & Carson.,BLANK,BLANK,BLANK,BLANK,BLANK,p,n,n,n,n,n,n,p,p,p,p,p,n,p,p,n,{},,
117,3YLTXLH3EJULFPT3V57CF356H83PHY,3XA69K8C52CKKED9ZUN20QQN2BP1WQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.15,Thu May 28 11:48:23 PDT 2020,3,BatchId:4057883;OriginalHitTemplateId:928390828;,5400,259200,Fri May 29 11:48:23 PDT 2020,,,3300DTYQT75XHB0AWJJWJPUPTM5QEQ,AOWLCXNXCSQAC,Submitted,2020-05-28 13:36:15,2020-05-28 13:37:52,Sun May 31 13:37:52 PDT 2020,,,,97,100% (455/455),100% (455/455),100% (455/455),cnndm9781,bart_out,"['368', '369', '370', '371', '372', '373', '374', '375', '376', '377', '378', '379', '380', '381', '382', '383']",Eduardo Vargas opened the scoring for Queens Park Rangers with a 25-yard strike in the 14th minute . Bobby Zamora doubled QPR's lead in the 35th minute with a stunning lob of Boaz Myhill's cross . Charlie Austin headed QPR into a 2 - 0 lead with a fine header in the second half . Victor Anichebe headed in a consolation goal for West Brom in the 58th minute after coming off the bench . Joey Barton added a fourth for QPR in the final minutes of the game to seal the win . Youssouff Mulumbu was shown a red card for clattering into Joey Barton shortly before he scored for his side .,Eduardo Vargas put QPR ahead.,Eduardo Vargas had a spectacular strike.,The strike was from 25 yards.,The strike was after 15 minutes.,Charlie Austin doubled the lead.,Charlie Austin scored with a header.,Charlie Austin scored 20 minutes later.,Bobby Zamora made it three.,Victor Anichebe pulled one back for West Brom.,Youssouf Mulumbu was sent off.,Joey Barton scored.,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,n,n,n,n,{},,
118,3YLTXLH3EJULFPT3V57CF356H83PHY,3XA69K8C52CKKED9ZUN20QQN2BP1WQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.15,Thu May 28 11:48:23 PDT 2020,3,BatchId:4057883;OriginalHitTemplateId:928390828;,5400,259200,Fri May 29 11:48:23 PDT 2020,,,3H8DHMCCWEZ6E2OFNJOFHL0VU4EKD1,A3P7QP6K56ED2Z,Submitted,2020-05-28 13:44:57,2020-05-28 13:46:25,Sun May 31 13:46:25 PDT 2020,,,,88,100% (411/411),100% (411/411),100% (411/411),cnndm9781,bart_out,"['368', '369', '370', '371', '372', '373', '374', '375', '376', '377', '378', '379', '380', '381', '382', '383']",Eduardo Vargas opened the scoring for Queens Park Rangers with a 25-yard strike in the 14th minute . Bobby Zamora doubled QPR's lead in the 35th minute with a stunning lob of Boaz Myhill's cross . Charlie Austin headed QPR into a 2 - 0 lead with a fine header in the second half . Victor Anichebe headed in a consolation goal for West Brom in the 58th minute after coming off the bench . Joey Barton added a fourth for QPR in the final minutes of the game to seal the win . Youssouff Mulumbu was shown a red card for clattering into Joey Barton shortly before he scored for his side .,Eduardo Vargas put QPR ahead.,Eduardo Vargas had a spectacular strike.,The strike was from 25 yards.,The strike was after 15 minutes.,Charlie Austin doubled the lead.,Charlie Austin scored with a header.,Charlie Austin scored 20 minutes later.,Bobby Zamora made it three.,Victor Anichebe pulled one back for West Brom.,Youssouf Mulumbu was sent off.,Joey Barton scored.,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,n,n,n,n,{},,
120,3XEIP58NM4BHFPEZ9ZKCYT0R8OJZL0,3XA69K8C52CKKED9ZUN20QQN2BP1WQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.15,Thu May 28 11:48:23 PDT 2020,3,BatchId:4057883;OriginalHitTemplateId:928390828;,5400,259200,Fri May 29 11:48:23 PDT 2020,,,34HJIJKLPAK7UHZYTC1TGQH6XPM4VO,A3P7QP6K56ED2Z,Submitted,2020-05-28 13:08:59,2020-05-28 13:11:13,Sun May 31 13:11:13 PDT 2020,,,,134,100% (411/411),100% (411/411),100% (411/411),cnndm9825,bart_out,"['192', '193', '194', '195', '196', '197', '198', '199', '200', '201', '202', '203', '204', '205', '206', '207']","Jihad - watchers noticed thousands of accounts vanishing from the social network last week . Most of them claimed to be linked to the extremists currently terrorising Middle East . Twitter's ` violations department ' suspended approximately 10,000 accounts on April 2 . Spokesman said the cull was prompted in part by the ` large number of reports ' .",Accounts vanished from Twitter/the social network.,Thousands of accounts vanished.,Thousands of accounts vanished last week.,Twitter said it received numerous reports.,The reports were about terror promoting users.,"Twitter decided to suspend 10,000 accounts.",Twitter suspended accounts for making threats of violence.,Suspensions were linked to a campaign by Collective Anonymous / 'hacktavist',Collective Anonymous are a 'hacktavist',The campaign / Collective Anonymous / 'hacktavist' targeted online jihadis.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,n,n,n,n,{},,
121,3XEIP58NM4BHFPEZ9ZKCYT0R8OJZL0,3XA69K8C52CKKED9ZUN20QQN2BP1WQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.15,Thu May 28 11:48:23 PDT 2020,3,BatchId:4057883;OriginalHitTemplateId:928390828;,5400,259200,Fri May 29 11:48:23 PDT 2020,,,3A1PQ49WVM5LKH7V151N3RJUDQWH1T,A13GUTDMGGZZDL,Submitted,2020-05-28 12:46:44,2020-05-28 12:47:31,Sun May 31 12:47:31 PDT 2020,,,,47,100% (47/47),100% (47/47),100% (47/47),cnndm9825,bart_out,"['192', '193', '194', '195', '196', '197', '198', '199', '200', '201', '202', '203', '204', '205', '206', '207']","Jihad - watchers noticed thousands of accounts vanishing from the social network last week . Most of them claimed to be linked to the extremists currently terrorising Middle East . Twitter's ` violations department ' suspended approximately 10,000 accounts on April 2 . Spokesman said the cull was prompted in part by the ` large number of reports ' .",Accounts vanished from Twitter/the social network.,Thousands of accounts vanished.,Thousands of accounts vanished last week.,Twitter said it received numerous reports.,The reports were about terror promoting users.,"Twitter decided to suspend 10,000 accounts.",Twitter suspended accounts for making threats of violence.,Suspensions were linked to a campaign by Collective Anonymous / 'hacktavist',Collective Anonymous are a 'hacktavist',The campaign / Collective Anonymous / 'hacktavist' targeted online jihadis.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,p,n,n,n,{},,
122,3XEIP58NM4BHFPEZ9ZKCYT0R8OJZL0,3XA69K8C52CKKED9ZUN20QQN2BP1WQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.15,Thu May 28 11:48:23 PDT 2020,3,BatchId:4057883;OriginalHitTemplateId:928390828;,5400,259200,Fri May 29 11:48:23 PDT 2020,,,3Y54SXRO1Q9RYNPO3NSWSCRFZHIUT9,A2KFBIPESKBKWK,Submitted,2020-05-28 11:58:43,2020-05-28 12:00:21,Sun May 31 12:00:21 PDT 2020,,,,98,0% (0/0),0% (0/0),0% (0/0),cnndm9825,bart_out,"['192', '193', '194', '195', '196', '197', '198', '199', '200', '201', '202', '203', '204', '205', '206', '207']","Jihad - watchers noticed thousands of accounts vanishing from the social network last week . Most of them claimed to be linked to the extremists currently terrorising Middle East . Twitter's ` violations department ' suspended approximately 10,000 accounts on April 2 . Spokesman said the cull was prompted in part by the ` large number of reports ' .",Accounts vanished from Twitter/the social network.,Thousands of accounts vanished.,Thousands of accounts vanished last week.,Twitter said it received numerous reports.,The reports were about terror promoting users.,"Twitter decided to suspend 10,000 accounts.",Twitter suspended accounts for making threats of violence.,Suspensions were linked to a campaign by Collective Anonymous / 'hacktavist',Collective Anonymous are a 'hacktavist',The campaign / Collective Anonymous / 'hacktavist' targeted online jihadis.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,p,n,n,n,{},,
123,3HXK2V1N5O3BNMXM91EIYQLCRYZ2GQ,3XA69K8C52CKKED9ZUN20QQN2BP1WQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.15,Thu May 28 11:48:23 PDT 2020,3,BatchId:4057883;OriginalHitTemplateId:928390828;,5400,259200,Fri May 29 11:48:23 PDT 2020,,,33SA9F9TR2I218WW8SI2BECBHNCEW8,A29IS23K76GS7W,Submitted,2020-05-28 12:38:19,2020-05-28 12:41:34,Sun May 31 12:41:34 PDT 2020,,,,195,100% (1/1),100% (1/1),100% (1/1),cnndm4303,bart_out,"['1248', '1249', '1250', '1251', '1252', '1253', '1254', '1255', '1256', '1257', '1258', '1259', '1260', '1261', '1262', '1263']","Former Everton chairman Sir Philip Carter has died aged 87 . Carter also served as president of the Football League and a vice - president of the FA . Current Toffees Chairman Bill Kenwright also paid tribute to Sir Philip , who he recalled to the board of directors at Goodison Park for a second time in 2008 .",Sir Philip Carter died at his home.,Sir Philip Carter died on Thursday morning.,Sir Philip Carter died after a short illness.,Sir Philip Carter served Everton.,Sir Philip Carter served during three spells.,Sir Philip Carter joined the club in 1977.,Toffees chairman is Bill Kenwright.,Bill Kenwright pays tribute to Sir Philip Carter.,Bill Kenwright calls Sir Philip Carter a ' great man and Leader '.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,p,n,n,p,p,n,{},,
124,3HXK2V1N5O3BNMXM91EIYQLCRYZ2GQ,3XA69K8C52CKKED9ZUN20QQN2BP1WQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.15,Thu May 28 11:48:23 PDT 2020,3,BatchId:4057883;OriginalHitTemplateId:928390828;,5400,259200,Fri May 29 11:48:23 PDT 2020,,,36W0OB37H12IFDS39GAFVL36Q5GZH7,A3JI3B5GTVA95F,Submitted,2020-05-28 13:24:17,2020-05-28 13:25:30,Sun May 31 13:25:30 PDT 2020,,,,73,0% (0/0),0% (0/0),0% (0/0),cnndm4303,bart_out,"['1248', '1249', '1250', '1251', '1252', '1253', '1254', '1255', '1256', '1257', '1258', '1259', '1260', '1261', '1262', '1263']","Former Everton chairman Sir Philip Carter has died aged 87 . Carter also served as president of the Football League and a vice - president of the FA . Current Toffees Chairman Bill Kenwright also paid tribute to Sir Philip , who he recalled to the board of directors at Goodison Park for a second time in 2008 .",Sir Philip Carter died at his home.,Sir Philip Carter died on Thursday morning.,Sir Philip Carter died after a short illness.,Sir Philip Carter served Everton.,Sir Philip Carter served during three spells.,Sir Philip Carter joined the club in 1977.,Toffees chairman is Bill Kenwright.,Bill Kenwright pays tribute to Sir Philip Carter.,Bill Kenwright calls Sir Philip Carter a ' great man and Leader '.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,p,n,n,p,p,n,{},,
127,37ZQELHER4M74II16NAX3J87YF1MN8,3XA69K8C52CKKED9ZUN20QQN2BP1WQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.15,Thu May 28 11:48:23 PDT 2020,3,BatchId:4057883;OriginalHitTemplateId:928390828;,5400,259200,Fri May 29 11:48:23 PDT 2020,,,3KJYX6QCMEZXXZIJWJOXMS6PFMZJVH,A1C8FN01981A69,Submitted,2020-05-28 11:51:10,2020-05-28 11:54:47,Sun May 31 11:54:47 PDT 2020,,,,217,100% (22/22),100% (22/22),100% (22/22),cnndm10542,bart_out,"['928', '929', '930', '931', '932', '933', '934', '935', '936', '937', '938', '939', '940', '941', '942', '943']","Dundee United striker Nadir Ciftci celebrated a goal by blowing a kiss at opposition goalkeeper Scott Bain , but the Turkish midfielder was the one left blushing as his side lost away at rivals Dundee . The 23-year - old celebrated by trying to rile Dundee No 1 Bain but his actions came back to haunt him as The Dark Blues earned all three points thanks to further goals from Jake McPake and Paul Heffernan . It was Dundee's first win in a derby for more than 10 years and breathed further momentum into their push for a top - six place .",Nadir Ciftci celebrated.,Nadir Ciftci blew a kiss.,The kiss was directed to rival goalkeeper.,The rival goalkeeper was Scott Bain.,Ciftci was left blushing.,Rivals earned an impressive victory .,The win gave hosts / Dundee their first Derby win in more than a decade .,The win was a Dundee win.,Hosts were Dundee.,Greg Stewart scored goal/goals.,Jake mcpake scored goal/goals.,Paul Heffernen scored goal/goals.,The goals secured a win.,BLANK,BLANK,BLANK,n,p,p,p,n,n,n,p,p,p,p,p,n,p,p,n,{},,
128,37ZQELHER4M74II16NAX3J87YF1MN8,3XA69K8C52CKKED9ZUN20QQN2BP1WQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.15,Thu May 28 11:48:23 PDT 2020,3,BatchId:4057883;OriginalHitTemplateId:928390828;,5400,259200,Fri May 29 11:48:23 PDT 2020,,,3WETL7AQWYW5ER1FN7EX2NV161K35R,A32F420NFLF032,Submitted,2020-05-28 12:50:46,2020-05-28 13:06:55,Sun May 31 13:06:55 PDT 2020,,,,969,100% (4/4),100% (4/4),100% (4/4),cnndm10542,bart_out,"['928', '929', '930', '931', '932', '933', '934', '935', '936', '937', '938', '939', '940', '941', '942', '943']","Dundee United striker Nadir Ciftci celebrated a goal by blowing a kiss at opposition goalkeeper Scott Bain , but the Turkish midfielder was the one left blushing as his side lost away at rivals Dundee . The 23-year - old celebrated by trying to rile Dundee No 1 Bain but his actions came back to haunt him as The Dark Blues earned all three points thanks to further goals from Jake McPake and Paul Heffernan . It was Dundee's first win in a derby for more than 10 years and breathed further momentum into their push for a top - six place .",Nadir Ciftci celebrated.,Nadir Ciftci blew a kiss.,The kiss was directed to rival goalkeeper.,The rival goalkeeper was Scott Bain.,Ciftci was left blushing.,Rivals earned an impressive victory .,The win gave hosts / Dundee their first Derby win in more than a decade .,The win was a Dundee win.,Hosts were Dundee.,Greg Stewart scored goal/goals.,Jake mcpake scored goal/goals.,Paul Heffernen scored goal/goals.,The goals secured a win.,BLANK,BLANK,BLANK,n,p,p,p,n,n,n,p,p,p,p,p,p,p,p,p,{},,
129,3CRWSLD92OSPM3ID72AAI88COP6MON,3XA69K8C52CKKED9ZUN20QQN2BP1WQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.15,Thu May 28 11:48:23 PDT 2020,3,BatchId:4057883;OriginalHitTemplateId:928390828;,5400,259200,Fri May 29 11:48:23 PDT 2020,,,31HQ4X3T3XYN0XPF59V5RKZAK7TLSZ,AOWLCXNXCSQAC,Submitted,2020-05-28 13:44:46,2020-05-28 13:45:20,Sun May 31 13:45:20 PDT 2020,,,,34,100% (455/455),100% (455/455),100% (455/455),cnndm3152,bart_out,"['1440', '1441', '1442', '1443', '1444', '1445', '1446', '1447', '1448', '1449', '1450', '1451', '1452', '1453', '1454', '1455']","The 21-year - old singer argued with security after being stopped at the artists ' entrance where Drake was performing at the event in Indio , California on Sunday night . A video obtained by TMZ appears to shows Bieber being put in a chokehold and escorted from the area . Bieber missed Drake's performance , which featured a surprise performance by Madonna .",Bieber is the singer.,Singer/Bieber arrived at the artists' entrance.,Singer/Bieber tried to gain entry to Drake's gig .,Security said area was at full capacity.,Security denied admission.,A row erupted.,A staffer tried to get singer/Bieber into the gig .,That staffer was a Coachella staffer .,Security intervened.,Security put singer/Bieber in chokehold.,Security removed singer/Bieber from the area .,Admission was denied to singer/Bieber.,The security was festival security.,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,n,n,n,n,{},,
131,3CRWSLD92OSPM3ID72AAI88COP6MON,3XA69K8C52CKKED9ZUN20QQN2BP1WQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.15,Thu May 28 11:48:23 PDT 2020,3,BatchId:4057883;OriginalHitTemplateId:928390828;,5400,259200,Fri May 29 11:48:23 PDT 2020,,,3TESA3PJ36Y48KUVLO0YFOFTSN0MMP,A3P7QP6K56ED2Z,Submitted,2020-05-28 13:39:00,2020-05-28 13:40:52,Sun May 31 13:40:52 PDT 2020,,,,112,100% (411/411),100% (411/411),100% (411/411),cnndm3152,bart_out,"['1440', '1441', '1442', '1443', '1444', '1445', '1446', '1447', '1448', '1449', '1450', '1451', '1452', '1453', '1454', '1455']","The 21-year - old singer argued with security after being stopped at the artists ' entrance where Drake was performing at the event in Indio , California on Sunday night . A video obtained by TMZ appears to shows Bieber being put in a chokehold and escorted from the area . Bieber missed Drake's performance , which featured a surprise performance by Madonna .",Bieber is the singer.,Singer/Bieber arrived at the artists' entrance.,Singer/Bieber tried to gain entry to Drake's gig .,Security said area was at full capacity.,Security denied admission.,A row erupted.,A staffer tried to get singer/Bieber into the gig .,That staffer was a Coachella staffer .,Security intervened.,Security put singer/Bieber in chokehold.,Security removed singer/Bieber from the area .,Admission was denied to singer/Bieber.,The security was festival security.,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,n,n,n,n,{},,
133,3QE4DGPGCVZLQ0C9DFX6R5IABCV4GO,3XA69K8C52CKKED9ZUN20QQN2BP1WQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.15,Thu May 28 11:48:23 PDT 2020,3,BatchId:4057883;OriginalHitTemplateId:928390828;,5400,259200,Fri May 29 11:48:23 PDT 2020,,,37Q970SNZJWAAQLBCZDM75QWM191SU,A2QVMCGDLTWV9,Submitted,2020-05-28 12:17:24,2020-05-28 12:18:41,Sun May 31 12:18:41 PDT 2020,,,,77,100% (27/27),100% (27/27),100% (27/27),cnndm5244,bart_out,"['16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31']","Ben Flower does not believe he deserved the standing ovation which greeted his return from suspension on Thursday night . The Wales forward made his first appearance since he punched St Helens ' Lance Hohaia in the opening moments of last season's Grand Final , earning a six - month ban . The 27-year - old came on as a substitute in the 23rd minute of Thursday's match .",Ben Flower was banned for 6 months.,Ben Flower returned from ban.,Ben Flower returned on Thursday night.,Ben Flower is a forward.,Ben Flower plays for Wales.,Ben Flower had punched Lance Hohaia.,Lance Hohaia plays for St Helens,Ben Flower had punched in last season's grand final.,Ben Flower had punched in the opening moments of a match.,Ben Flower is a 27 year old.,Ben Flower received a brilliant reception.,Wigan played against Warrington.,Wigan won 30 - 20.,BLANK,BLANK,BLANK,p,n,n,n,n,n,n,p,p,p,p,p,p,p,p,p,{},,
134,3QE4DGPGCVZLQ0C9DFX6R5IABCV4GO,3XA69K8C52CKKED9ZUN20QQN2BP1WQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.15,Thu May 28 11:48:23 PDT 2020,3,BatchId:4057883;OriginalHitTemplateId:928390828;,5400,259200,Fri May 29 11:48:23 PDT 2020,,,3QBD8R3Z267C4XQ1S0FFLYNY1WV4OS,AWPRKXU5UNLMN,Submitted,2020-05-28 13:40:57,2020-05-28 13:41:02,Sun May 31 13:41:02 PDT 2020,,,,5,0% (0/0),0% (0/0),0% (0/0),cnndm5244,bart_out,"['16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31']","Ben Flower does not believe he deserved the standing ovation which greeted his return from suspension on Thursday night . The Wales forward made his first appearance since he punched St Helens ' Lance Hohaia in the opening moments of last season's Grand Final , earning a six - month ban . The 27-year - old came on as a substitute in the 23rd minute of Thursday's match .",Ben Flower was banned for 6 months.,Ben Flower returned from ban.,Ben Flower returned on Thursday night.,Ben Flower is a forward.,Ben Flower plays for Wales.,Ben Flower had punched Lance Hohaia.,Lance Hohaia plays for St Helens,Ben Flower had punched in last season's grand final.,Ben Flower had punched in the opening moments of a match.,Ben Flower is a 27 year old.,Ben Flower received a brilliant reception.,Wigan played against Warrington.,Wigan won 30 - 20.,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,n,p,p,p,p,n,{},,
