,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.eventId,Input.summaryId,Input.qIdList,Input.summary_text,Input.statement_1,Input.statement_2,Input.statement_3,Input.statement_4,Input.statement_5,Input.statement_6,Input.statement_7,Input.statement_8,Input.statement_9,Input.statement_10,Input.statement_11,Input.statement_12,Input.statement_13,Input.statement_14,Input.statement_15,Input.statement_16,Answer.S10Answer,Answer.S11Answer,Answer.S12Answer,Answer.S13Answer,Answer.S14Answer,Answer.S15Answer,Answer.S16Answer,Answer.S1Answer,Answer.S2Answer,Answer.S3Answer,Answer.S4Answer,Answer.S5Answer,Answer.S6Answer,Answer.S7Answer,Answer.S8Answer,Answer.S9Answer,Answer.feedback,Approve,Reject
110,3MD8CKRQ03B2I848WXEMWBL0VERJRD,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:55:54 PDT 2020,2,BatchId:4050583;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:55:54 PDT 2020,,,3MH9DQ75710NTI3IJNTPTTCQ901UGH,A12ATVBE1I4567,Submitted,2020-05-23 22:00:19,2020-05-23 22:21:08,Tue May 26 22:21:08 PDT 2020,,,,1249,0% (0/0),0% (0/0),0% (0/0),cnndm4725,t5_out_base,"['528', '529', '530', '531', '532', '533', '534', '535', '536', '537', '538', '539', '540', '541', '542', '543']",Rory mcilroy battled with Jamie Dornan during a game of circular soccer . The Northern Irishman won 2 - 1 after defeating the film star . mcilroy is an avid Manchester United fan and dreamed of playing for the Red Devils as a child . Circular Soccer is a new football concept based around a three sided goal .,Rory Mcilroy faced with Jamie Dornan.,Jamie Dornan was in fifty shades of Grey.,mcilroy and Dornan took part in the Circular Soccer Showdown.,It was the first circular soccer showdown of 2015.,Mcilroy finished strongly.,Mcilroy finished fourth.,Mcilroy played at the masters.,It Won't be too long before mcilroy wins a Masters .,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,n,n,n,n,n,n,n,n,{},,
111,3MD8CKRQ03B2I848WXEMWBL0VERJRD,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:55:54 PDT 2020,2,BatchId:4050583;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:55:54 PDT 2020,,,3RSDURM96FA6QDRWNT0QWBXRS81YE6,AHKYVHP6591H8,Submitted,2020-05-23 22:49:02,2020-05-23 22:53:44,Tue May 26 22:53:44 PDT 2020,,,,282,100% (31/31),100% (31/31),100% (31/31),cnndm4725,t5_out_base,"['528', '529', '530', '531', '532', '533', '534', '535', '536', '537', '538', '539', '540', '541', '542', '543']",Rory mcilroy battled with Jamie Dornan during a game of circular soccer . The Northern Irishman won 2 - 1 after defeating the film star . mcilroy is an avid Manchester United fan and dreamed of playing for the Red Devils as a child . Circular Soccer is a new football concept based around a three sided goal .,Rory Mcilroy faced with Jamie Dornan.,Jamie Dornan was in fifty shades of Grey.,mcilroy and Dornan took part in the Circular Soccer Showdown.,It was the first circular soccer showdown of 2015.,Mcilroy finished strongly.,Mcilroy finished fourth.,Mcilroy played at the masters.,It Won't be too long before mcilroy wins a Masters .,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,n,n,n,n,n,n,n,n,{},,
112,3MNJFORX9FSX8JKEG0AYECOCAPLF5S,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:55:53 PDT 2020,2,BatchId:4050583;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:55:53 PDT 2020,,,33LKR6A5KJ8BPQYQ1ZICHAMIOXFT1T,A1A3J5IXCM8A7X,Submitted,2020-05-23 22:46:33,2020-05-23 22:47:35,Tue May 26 22:47:35 PDT 2020,,,,62,0% (0/0),0% (0/0),0% (0/0),cnndm1017,t5_out_base,"['144', '145', '146', '147', '148', '149', '150', '151', '152', '153', '154', '155', '156', '157', '158', '159']","Two CNN Heroes are among the earthquake survivors in Kathmandu , Nepal . They are struggling in the aftermath of the earthquake .",Anuradha Koirala has been sleeping outdoors.,425/many young women and girls have been sleeping outdoors.,Many people have been sleeping outdoors because of aftershocks.,Pushpa Basnet was forced to evacuate her residence.,Pushpa Basnet cares for 45 children.,The children were forced to evacuate their residence.,Anuradha Koirala was a CNN Hero.,Pushpa Basnet was a CNN Hero.,Seven other CNN Heros were now assisting relief efforts.,The organizations of CNN Heros were now assisting relief efforts.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,{},,
113,3MNJFORX9FSX8JKEG0AYECOCAPLF5S,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:55:53 PDT 2020,2,BatchId:4050583;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:55:53 PDT 2020,,,3MRNMEIQWAUHY86X8J0GWLDAJHXDL1,AHKYVHP6591H8,Submitted,2020-05-23 22:49:15,2020-05-23 23:04:14,Tue May 26 23:04:14 PDT 2020,,,,899,100% (31/31),100% (31/31),100% (31/31),cnndm1017,t5_out_base,"['144', '145', '146', '147', '148', '149', '150', '151', '152', '153', '154', '155', '156', '157', '158', '159']","Two CNN Heroes are among the earthquake survivors in Kathmandu , Nepal . They are struggling in the aftermath of the earthquake .",Anuradha Koirala has been sleeping outdoors.,425/many young women and girls have been sleeping outdoors.,Many people have been sleeping outdoors because of aftershocks.,Pushpa Basnet was forced to evacuate her residence.,Pushpa Basnet cares for 45 children.,The children were forced to evacuate their residence.,Anuradha Koirala was a CNN Hero.,Pushpa Basnet was a CNN Hero.,Seven other CNN Heros were now assisting relief efforts.,The organizations of CNN Heros were now assisting relief efforts.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,{},,
115,3MQKOF1EF6CUNIL2LV2HGCY4I99WDF,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:55:55 PDT 2020,2,BatchId:4050583;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:55:55 PDT 2020,,,3EJPLAJKER42IO8MDXJBYUEGH4U6ZX,AKJ8CNFZH73K6,Submitted,2020-05-24 01:00:14,2020-05-24 01:01:09,Wed May 27 01:01:09 PDT 2020,,,,55,0% (0/0),0% (0/0),0% (0/0),cnndm1492,t5_out_base,"['1152', '1153', '1154', '1155', '1156', '1157', '1158', '1159', '1160', '1161', '1162', '1163', '1164', '1165', '1166', '1167']","Phil Smith , 25 , scaled a fence to try to get into his flat in Cottingham , Hull . He fell and hit his head , fractured his skull and suffered a bleed on the brain . He was placed in a medically induced coma but died five days later . His parents have paid tribute to their ' Lovely Lad ' who had a ' natural talent ' .",Phil Smith is 25.,Phil Smith forgot his keys.,Phil Smith scaled a fence.,Phil Smith scaled the fence to try to get in his flat.,Phil Smith is a teaching assistant.,Phil Smith/teaching assistant was climbing through a window.,Phil Smith/teaching assistant fell and hit his head.,Phil Smith/teaching assistant fell while climbing through a window.,Phil Smith/teaching assistant  fractured his skull.,Phil Smith/teaching assistant suffered a bleed on the brain.,Phil Smith/teaching assistant suffered a blood clot.,Parents paid tribute to Phil Smith.,Parents refer to Phil Smith as ' Lovely Son '.,Phil Smith/teaching assistant worked at Special Needs School.,BLANK,BLANK,n,n,p,n,n,n,n,p,n,p,p,n,n,n,n,n,{},,
116,3MWOYZD5XZCV4L3DJ3PAVNXCTBCOND,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:55:51 PDT 2020,2,BatchId:4050583;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:55:51 PDT 2020,,,3EO896NRA1JIK7EUROOILAI4ID3TJJ,A12ATVBE1I4567,Submitted,2020-05-23 20:41:09,2020-05-23 20:55:04,Tue May 26 20:55:04 PDT 2020,,,,835,0% (0/0),0% (0/0),0% (0/0),cnndm6714,t5_out_base,"['272', '273', '274', '275', '276', '277', '278', '279', '280', '281', '282', '283', '284', '285', '286', '287']","General Motors has unveiled the Chevrolet - FNR Car . It has ' Dragonfly ' swing doors that open upwards and ' Crystal Laser Headlights ' Chevrolet said the car offered a ‘ glimpse at mobility of the future ’ . The car is self - driving , electric , and the front chairs can swivel round . and using Iris recognition software you can start it using only your eyes .",General Motors unveiled their concept car.,General Motors unveiled their car at an event in Shanghai.,Chevrolet - Fnr has Dragonfly Swing doors.,Chevrolet - Fnr has Crystal Laser headlights.,The car is self driving.,The car is electric.,The car's front chairs can swivel round.,The car can be started using just your eyes.,The car can be started using Iris recognition software.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,p,n,n,n,n,n,n,p,n,p,p,p,p,p,p,p,{},,
117,3MWOYZD5XZCV4L3DJ3PAVNXCTBCOND,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:55:51 PDT 2020,2,BatchId:4050583;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:55:51 PDT 2020,,,3WRFBPLXRFC94G7LR7AJW4VNXYZ3NK,A3KAJ085J9OR0Z,Submitted,2020-05-23 21:05:48,2020-05-23 21:06:53,Tue May 26 21:06:53 PDT 2020,,,,65,0% (0/0),0% (0/0),0% (0/0),cnndm6714,t5_out_base,"['272', '273', '274', '275', '276', '277', '278', '279', '280', '281', '282', '283', '284', '285', '286', '287']","General Motors has unveiled the Chevrolet - FNR Car . It has ' Dragonfly ' swing doors that open upwards and ' Crystal Laser Headlights ' Chevrolet said the car offered a ‘ glimpse at mobility of the future ’ . The car is self - driving , electric , and the front chairs can swivel round . and using Iris recognition software you can start it using only your eyes .",General Motors unveiled their concept car.,General Motors unveiled their car at an event in Shanghai.,Chevrolet - Fnr has Dragonfly Swing doors.,Chevrolet - Fnr has Crystal Laser headlights.,The car is self driving.,The car is electric.,The car's front chairs can swivel round.,The car can be started using just your eyes.,The car can be started using Iris recognition software.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,n,p,p,p,p,p,p,p,{},,
118,3NKW03WTMQVOCRP7QH81GB531OYQWE,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:55:52 PDT 2020,2,BatchId:4050583;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:55:52 PDT 2020,,,3XIQGXAUMHWWHTMCVP0I7NY14EPX7X,A219VCQZADQ45W,Submitted,2020-05-23 20:23:00,2020-05-23 20:24:26,Tue May 26 20:24:26 PDT 2020,,,,86,0% (0/0),0% (0/0),0% (0/0),cnndm8997,t5_out_base,"['1424', '1425', '1426', '1427', '1428', '1429', '1430', '1431', '1432', '1433', '1434', '1435', '1436', '1437', '1438', '1439']",Stevie mccrorie beat Lucy o'byrne in the final of the Voice UK . His mentor Ricky Wilson is confident he can break the curse of previous winners who have failed to do anything but flop out of the charts . Leanne Mitchell has been dropped by her record label and now works as a holiday camp performer .,Leanne Mitchell has been dropped by her label,Leanne Mitchell sings at a holiday camp,Andrea Begley is yet to become a household name,Jermain Jackman is yet to become a household name,Stevie won in 2015,Will Stevie become a chart success?,Will Stevie become another voice flop?,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,n,n,n,n,n,n,n,{},,
120,3OZ4VAIBF13UBFLP5HJWX8A3GK4JV6,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:55:55 PDT 2020,2,BatchId:4050583;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:55:55 PDT 2020,,,3IFS6Q0HJN7LAWH9K6YSZ47I3GFISO,A2BCNRHZU9V7C4,Submitted,2020-05-23 23:12:12,2020-05-23 23:22:59,Tue May 26 23:22:59 PDT 2020,,,,647,0% (0/0),0% (0/0),0% (0/0),cnndm1273,t5_out_base,"['1584', '1585', '1586', '1587', '1588', '1589', '1590', '1591', '1592', '1593', '1594', '1595', '1596', '1597', '1598', '1599']","Lindsay Sandiford , 58 , is on death row in Bali for smuggling cocaine . She believes she will be executed by the end of the year for smuggling . Andrew Chan , 31 , and Myuran Sukumaran , 33 , were executed by firing squad . They were the first to die in the latest round of executions after a final KFC bucket meal . Sandiford was sentenced to death after Indonesian police linked her to almost five kilograms of cocaine .",Lindsay Sandiford is afraid,Lindsay Sandiford fears she will be next to face the firing squad,Andrew Chan was killed,Myuran Sukumaran was killed,Lindsay Sandiford is 58 year old.,Lindsay Sandiford has been on a death row.,Lindsay Sandiford has been in Bali.,Lindsay Sandiford has been on a death row since 2012.,Lindsay Sandiford was convicted in 2012.,Lindsay Sandiford was convicted for attempting to smuggle cocaine,The cocaine was worth 1.6 million,Myuran Sukumaran had a final KFC bucket meal,Andrew Chan had a final KFC bucket meal,BLANK,BLANK,BLANK,p,n,p,p,n,n,n,n,n,p,p,p,p,p,n,n,{},,
122,3P0I4CQYW2VLRFCRB4GXR6A3MNGOW4,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:55:54 PDT 2020,2,BatchId:4050583;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:55:54 PDT 2020,,,3A1PQ49WVM5LKH7V151N3RJUD3I1HP,A1A3J5IXCM8A7X,Submitted,2020-05-23 22:08:19,2020-05-23 22:08:52,Tue May 26 22:08:52 PDT 2020,,,,33,0% (0/0),0% (0/0),0% (0/0),cnndm5635,t5_out_base,"['384', '385', '386', '387', '388', '389', '390', '391', '392', '393', '394', '395', '396', '397', '398', '399']","Camera has been pointing at house in Handsworth , Birmingham . It had previously enforced the 30mph speed limit for motorists . But it has not been working for more than two years .",A Speed Camera was discovered pointing at a house.,The house was in Handsworth.,Handsworth was in Birmingham.,Fixed cameras were switched off across the West Midlands.,Fixed cameras were switched off across West Midlands in Spring of 2013.,She is not going to be part of a new trial.,The trial is about digital technology.,Obsolete camera may be taken down.,Engineers examine the device.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,n,n,n,n,n,n,{},,
123,3P0I4CQYW2VLRFCRB4GXR6A3MNGOW4,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:55:54 PDT 2020,2,BatchId:4050583;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:55:54 PDT 2020,,,3QY5DC2MXW8HFI7N83N7B8CE8L5FU7,A2BCNRHZU9V7C4,Submitted,2020-05-23 22:40:14,2020-05-23 22:45:07,Tue May 26 22:45:07 PDT 2020,,,,293,0% (0/0),0% (0/0),0% (0/0),cnndm5635,t5_out_base,"['384', '385', '386', '387', '388', '389', '390', '391', '392', '393', '394', '395', '396', '397', '398', '399']","Camera has been pointing at house in Handsworth , Birmingham . It had previously enforced the 30mph speed limit for motorists . But it has not been working for more than two years .",A Speed Camera was discovered pointing at a house.,The house was in Handsworth.,Handsworth was in Birmingham.,Fixed cameras were switched off across the West Midlands.,Fixed cameras were switched off across West Midlands in Spring of 2013.,She is not going to be part of a new trial.,The trial is about digital technology.,Obsolete camera may be taken down.,Engineers examine the device.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,n,n,n,n,n,n,{},,
125,3P6ENY9P8DKTY36ZIAHS664UVQ4HI2,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:55:51 PDT 2020,2,BatchId:4050583;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:55:51 PDT 2020,,,3TR2532VIUICI93IVBGPA0QQY5T6JM,A2PJBSDDN22XIX,Submitted,2020-05-23 20:41:35,2020-05-23 20:42:51,Tue May 26 20:42:51 PDT 2020,,,,76,0% (0/0),0% (0/0),0% (0/0),cnndm8306,t5_out_base,"['896', '897', '898', '899', '900', '901', '902', '903', '904', '905', '906', '907', '908', '909', '910', '911']",Tragedy struck Thursday night during a sold - out performance of American Pie at Westfield High School in Indiana . One of the victims suffered critical head trauma as the stage fell half - way through a song . Audience members initially thought the tragedy was choreographed .,There was a performance at an Indiana public school.,The performance was of American Pie.,The performance ended in tragedy.,The performance was on Wednesday.,A riser buckled at the performance.,The riser buckled as many danced on-stage.,More than a dozen people were injured.,The school is Westfield High.,One student was taken to a hospital in critical condition.,Students said there had been no issues previously.,Students said they previously practiced the song on the stage with the same number of people .,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,n,n,n,n,p,n,{},,
127,3P888QFVY7IG7IG5ZVHRZHSHYMZOQ0,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:55:52 PDT 2020,2,BatchId:4050583;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:55:52 PDT 2020,,,3Q5C1WP23RP94ON0030EEUG48UR51C,AHKYVHP6591H8,Submitted,2020-05-23 22:11:06,2020-05-23 22:12:23,Tue May 26 22:12:23 PDT 2020,,,,77,100% (31/31),100% (31/31),100% (31/31),cnndm9781,t5_out_base,"['368', '369', '370', '371', '372', '373', '374', '375', '376', '377', '378', '379', '380', '381', '382', '383']",Bobby Zamora scored QPR's third goal with a lob from a narrow angle . Charlie Austin headed in QPR's second goal on the 35th minute . Eduardo Vargas scored QPR's third with a 25 - yard strike at The Hawthorns .,Eduardo Vargas put QPR ahead.,Eduardo Vargas had a spectacular strike.,The strike was from 25 yards.,The strike was after 15 minutes.,Charlie Austin doubled the lead.,Charlie Austin scored with a header.,Charlie Austin scored 20 minutes later.,Bobby Zamora made it three.,Victor Anichebe pulled one back for West Brom.,Youssouf Mulumbu was sent off.,Joey Barton scored.,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,p,n,n,n,n,n,n,{},,
129,3PKJ68EHERKPTEQ50S2SI7JU85THJE,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:55:51 PDT 2020,2,BatchId:4050583;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:55:51 PDT 2020,,,3K9FOBBF2M7QKKXAXDEJSQP4XKKLNA,A3OLRWACCCCUTU,Submitted,2020-05-23 20:15:32,2020-05-23 20:21:39,Tue May 26 20:21:39 PDT 2020,,,,367,0% (0/0),0% (0/0),0% (0/0),cnndm5626,t5_out_base,"['1216', '1217', '1218', '1219', '1220', '1221', '1222', '1223', '1224', '1225', '1226', '1227', '1228', '1229', '1230', '1231']","Inside Harley Street is famed for attracting business from those who don't have to consider the cost . Some customers spend thousands on private cosmetic treatments . Michael Pulman , 33 , from Walsall , spent £ 7,500 on a hair transplant . Andrea Carter , 72 , from Leighton Buzzard , had her baggy jowls removed .",Harley Street is a top destination,Harley Street is a top destination for private cosmetic surgery.,Patients pay thousands for cosmetic treatments.,Patients hope treatment will change their lives.,Michael is 33.,"Michael spent 7,500.","Michael spent 7,500 on a hair transplant.",Michael got hair transplant to boost his self - esteem.,Andrea is 72.,Andrea pays for a facelift.,Andrea husband can't tell the difference after her facelift.,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,n,p,p,p,n,p,{},,
130,3Q2T3FD0PRW00EPRO4QIU5A1TU6M3G,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:55:52 PDT 2020,2,BatchId:4050583;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:55:52 PDT 2020,,,30ZX6P7VFDJO08KH894MKN9EI142JG,A2BCNRHZU9V7C4,Submitted,2020-05-23 22:57:18,2020-05-23 23:09:08,Tue May 26 23:09:08 PDT 2020,,,,710,0% (0/0),0% (0/0),0% (0/0),cnndm7584,t5_out_base,"['912', '913', '914', '915', '916', '917', '918', '919', '920', '921', '922', '923', '924', '925', '926', '927']","Huma Abedin , 38 , was spotted with husband Anthony Weiner and Son Jordan , two , at Quaint Tortaria in New York on Saturday . Abedin and Clinton were seen ordering a Burrito Bowl and a salad in an Iowa Chipotle but came under fire after staff complained Abedin did not put any change in the tip jar . Abedin and Clinton were seen in an Iowa Chipotle earlier this week .",Huma Abedin came under fire.,Huma Abedin did not tip.,The lunch was at Chipotle was in Iowa.,Not tipping was the reason for the criticism.,Huma Abedin is Hillary Clinton's most trusted aide.,Huma Abedin is Hillary Clinton's aide for the 2016 campaign.,Huma Abedin's husband is Anthony Weiner.,The lunch was Mexican.,The lunch was on Saturday.,Huma Abedin went for lunch.,Husband / Anthony Weiner went for lunch.,The weekend was one of their final weekends before the campaign gets into swing.,The not tipping occurred at Chipotle.,BLANK,BLANK,BLANK,n,n,n,p,n,n,n,p,p,n,p,n,n,p,n,n,{},,
131,3Q2T3FD0PRW00EPRO4QIU5A1TU6M3G,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:55:52 PDT 2020,2,BatchId:4050583;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:55:52 PDT 2020,,,3YHH42UU5G3NZO53W7CLHETRPRFL05,A12ATVBE1I4567,Submitted,2020-05-23 21:13:26,2020-05-23 21:41:31,Tue May 26 21:41:31 PDT 2020,,,,1685,0% (0/0),0% (0/0),0% (0/0),cnndm7584,t5_out_base,"['912', '913', '914', '915', '916', '917', '918', '919', '920', '921', '922', '923', '924', '925', '926', '927']","Huma Abedin , 38 , was spotted with husband Anthony Weiner and Son Jordan , two , at Quaint Tortaria in New York on Saturday . Abedin and Clinton were seen ordering a Burrito Bowl and a salad in an Iowa Chipotle but came under fire after staff complained Abedin did not put any change in the tip jar . Abedin and Clinton were seen in an Iowa Chipotle earlier this week .",Huma Abedin came under fire.,Huma Abedin did not tip.,The lunch was at Chipotle was in Iowa.,Not tipping was the reason for the criticism.,Huma Abedin is Hillary Clinton's most trusted aide.,Huma Abedin is Hillary Clinton's aide for the 2016 campaign.,Huma Abedin's husband is Anthony Weiner.,The lunch was Mexican.,The lunch was on Saturday.,Huma Abedin went for lunch.,Husband / Anthony Weiner went for lunch.,The weekend was one of their final weekends before the campaign gets into swing.,The not tipping occurred at Chipotle.,BLANK,BLANK,BLANK,n,n,n,p,n,n,n,p,p,n,p,n,n,p,n,n,{},,
132,3Q9SPIIRXNAWPBIQ1LBFQBQYX6CWAD,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:55:54 PDT 2020,2,BatchId:4050583;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:55:54 PDT 2020,,,3R3YRB5GRKRMJRQFXN1FX71NB4GUAV,A12ATVBE1I4567,Submitted,2020-05-23 20:42:45,2020-05-23 20:57:17,Tue May 26 20:57:17 PDT 2020,,,,872,0% (0/0),0% (0/0),0% (0/0),cnndm8054,t5_out_base,"['64', '65', '66', '67', '68', '69', '70', '71', '72', '73', '74', '75', '76', '77', '78', '79']","Just 28 of 700,000 babies born in the UK in 2013 were given the name . That compares to 235 being born in 1996 , when it was 147th most popular . There was a surge in Garys born in the US in the early 1950s .",Gary was a British name.,Gary was the 147th most popular British name in 1996.,Gary was the 1001st most popular British name in 2013.,Gary reached height of its popularity in 1964.,Gary was the 16th most popular British name in 1964 (or at the height of its popularity).,Dexter is one of the top 100 most popular British names.,Jenson is now one of the top 100 most popular British names.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,{},,
133,3Q9SPIIRXNAWPBIQ1LBFQBQYX6CWAD,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:55:54 PDT 2020,2,BatchId:4050583;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:55:54 PDT 2020,,,3TOK3KHVJY69NK8KUYDMOA78SAN7O5,AE3ZQZ2Z81Z11,Submitted,2020-05-23 20:44:00,2020-05-23 20:44:44,Tue May 26 20:44:44 PDT 2020,,,,44,0% (0/0),0% (0/0),0% (0/0),cnndm8054,t5_out_base,"['64', '65', '66', '67', '68', '69', '70', '71', '72', '73', '74', '75', '76', '77', '78', '79']","Just 28 of 700,000 babies born in the UK in 2013 were given the name . That compares to 235 being born in 1996 , when it was 147th most popular . There was a surge in Garys born in the US in the early 1950s .",Gary was a British name.,Gary was the 147th most popular British name in 1996.,Gary was the 1001st most popular British name in 2013.,Gary reached height of its popularity in 1964.,Gary was the 16th most popular British name in 1964 (or at the height of its popularity).,Dexter is one of the top 100 most popular British names.,Jenson is now one of the top 100 most popular British names.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,p,n,n,n,n,n,n,n,{},,
