,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.eventId,Input.summaryId,Input.qIdList,Input.summary_text,Input.statement_1,Input.statement_2,Input.statement_3,Input.statement_4,Input.statement_5,Input.statement_6,Input.statement_7,Input.statement_8,Input.statement_9,Input.statement_10,Input.statement_11,Input.statement_12,Input.statement_13,Input.statement_14,Input.statement_15,Input.statement_16,Answer.S10Answer,Answer.S11Answer,Answer.S12Answer,Answer.S13Answer,Answer.S14Answer,Answer.S15Answer,Answer.S16Answer,Answer.S1Answer,Answer.S2Answer,Answer.S3Answer,Answer.S4Answer,Answer.S5Answer,Answer.S6Answer,Answer.S7Answer,Answer.S8Answer,Answer.S9Answer,Answer.feedback,Approve,Reject
88,30QQTY5GNO81E5VNZIKUYW3BBIVU7L,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:13 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:13 PDT 2020,,,3A9AA95AT1ACLG62L5B4FQY2BA7P5A,A59L67EZKMC3V,Submitted,2020-05-24 00:14:53,2020-05-24 00:16:58,Wed May 27 00:16:58 PDT 2020,,,,125,0% (0/0),0% (0/0),0% (0/0),cnndm7584,two_stage_rl_out,"['912', '913', '914', '915', '916', '917', '918', '919', '920', '921', '922', '923', '924', '925', '926', '927']","Hillary Clinton ' s aide Huma Abedin , 38 , spotted with husband Anthony Weiner and two - year - old son Jordan at Quaint Tortaria in New York on Saturday . Abedin and Clinton were seen ordering a Burrito Bowl and a salad in an Iowa Chipotle this week but came under fire after staff complained Abedin did not put any change in the tip jar . Weiner , a former congressman , fell from Grace after sending explicit images to women over Twitter .",Huma Abedin came under fire.,Huma Abedin did not tip.,The lunch was at Chipotle was in Iowa.,Not tipping was the reason for the criticism.,Huma Abedin is Hillary Clinton's most trusted aide.,Huma Abedin is Hillary Clinton's aide for the 2016 campaign.,Huma Abedin's husband is Anthony Weiner.,The lunch was Mexican.,The lunch was on Saturday.,Huma Abedin went for lunch.,Husband / Anthony Weiner went for lunch.,The weekend was one of their final weekends before the campaign gets into swing.,The not tipping occurred at Chipotle.,BLANK,BLANK,BLANK,n,n,n,p,n,n,n,p,p,p,p,n,n,p,p,n,{},,
89,30QQTY5GNO81E5VNZIKUYW3BBIVU7L,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:13 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:13 PDT 2020,,,3QXNC7EIPNJSYM4U7A9VC52WPYI90I,AOWLCXNXCSQAC,Submitted,2020-05-24 00:51:27,2020-05-24 00:52:38,Wed May 27 00:52:38 PDT 2020,,,,71,0% (0/0),0% (0/0),0% (0/0),cnndm7584,two_stage_rl_out,"['912', '913', '914', '915', '916', '917', '918', '919', '920', '921', '922', '923', '924', '925', '926', '927']","Hillary Clinton ' s aide Huma Abedin , 38 , spotted with husband Anthony Weiner and two - year - old son Jordan at Quaint Tortaria in New York on Saturday . Abedin and Clinton were seen ordering a Burrito Bowl and a salad in an Iowa Chipotle this week but came under fire after staff complained Abedin did not put any change in the tip jar . Weiner , a former congressman , fell from Grace after sending explicit images to women over Twitter .",Huma Abedin came under fire.,Huma Abedin did not tip.,The lunch was at Chipotle was in Iowa.,Not tipping was the reason for the criticism.,Huma Abedin is Hillary Clinton's most trusted aide.,Huma Abedin is Hillary Clinton's aide for the 2016 campaign.,Huma Abedin's husband is Anthony Weiner.,The lunch was Mexican.,The lunch was on Saturday.,Huma Abedin went for lunch.,Husband / Anthony Weiner went for lunch.,The weekend was one of their final weekends before the campaign gets into swing.,The not tipping occurred at Chipotle.,BLANK,BLANK,BLANK,n,n,p,n,n,n,n,p,p,p,p,p,n,n,n,n,{},,
90,32L724R86P8LBK4N1NPXFF6LHHEPIF,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:13 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:13 PDT 2020,,,3F0BG9B9MUBLHYCM0LMKQ15A6LSY7F,A12ATVBE1I4567,Submitted,2020-05-23 21:51:53,2020-05-23 22:13:13,Tue May 26 22:13:13 PDT 2020,,,,1280,0% (0/0),0% (0/0),0% (0/0),cnndm6564,two_stage_rl_out,"['1072', '1073', '1074', '1075', '1076', '1077', '1078', '1079', '1080', '1081', '1082', '1083', '1084', '1085', '1086', '1087']","Maren Sanchez , 16 , was stabbed to death at Milford ' s Jonathan Law High School in Milford , Connecticut on April 25 , 2014 . A classmate , Christopher Plaskon , has been charged with murder as an adult . The event included a kickball tournament , bounce houses and a dunk tank , with proceeds benefiting a scholarship program created by Sanchez ' s mother .",Maren Sanchez was 16 year old.,Maren Sanchez stabbed to death.,Maren Sanchez was stabbed a year ago.,Maren Sanchez was stabbed on the day of Prom.,The life of Maren Sanchez was celebrated on Saturday.,The life of Maren Sanchez was celebrated by hundreds of people.,Someone doesn't thinks there's anything sad about the celebration.,Christopher Plaskon was a classmate of Maren Sanchez.,Christopher Plaskon has been charged with Sanchez's murder.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,n,n,n,n,n,p,p,{},,
91,32L724R86P8LBK4N1NPXFF6LHHEPIF,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:13 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:13 PDT 2020,,,3FTYUGLFSZ93WJ3CGWK9FWHDXRQ5DY,AM7FYVGVOEP66,Submitted,2020-05-23 21:29:47,2020-05-23 21:30:30,Tue May 26 21:30:30 PDT 2020,,,,43,0% (0/0),0% (0/0),0% (0/0),cnndm6564,two_stage_rl_out,"['1072', '1073', '1074', '1075', '1076', '1077', '1078', '1079', '1080', '1081', '1082', '1083', '1084', '1085', '1086', '1087']","Maren Sanchez , 16 , was stabbed to death at Milford ' s Jonathan Law High School in Milford , Connecticut on April 25 , 2014 . A classmate , Christopher Plaskon , has been charged with murder as an adult . The event included a kickball tournament , bounce houses and a dunk tank , with proceeds benefiting a scholarship program created by Sanchez ' s mother .",Maren Sanchez was 16 year old.,Maren Sanchez stabbed to death.,Maren Sanchez was stabbed a year ago.,Maren Sanchez was stabbed on the day of Prom.,The life of Maren Sanchez was celebrated on Saturday.,The life of Maren Sanchez was celebrated by hundreds of people.,Someone doesn't thinks there's anything sad about the celebration.,Christopher Plaskon was a classmate of Maren Sanchez.,Christopher Plaskon has been charged with Sanchez's murder.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,n,n,n,n,n,p,p,{},,
92,32ZCLEW0C38H6VOTJ5AXRGLLUW3PJR,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:13 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:13 PDT 2020,,,3FTOP5WARKCH4YH3TM081ZGZL3FJ08,A1A3J5IXCM8A7X,Submitted,2020-05-23 22:04:44,2020-05-23 22:05:42,Tue May 26 22:05:42 PDT 2020,,,,58,0% (0/0),0% (0/0),0% (0/0),cnndm5075,two_stage_rl_out,"['208', '209', '210', '211', '212', '213', '214', '215', '216', '217', '218', '219', '220', '221', '222', '223']","ESPN sports reporter Britt McHenry , 28 , has been suspended for a week . Footage shows her unleash a vicious verbal attack on a single mother - of - three at a towing firm in Virginia on April 6 . When she picked it up , she resorted to insulting the employee ' s looks , intelligence , and social status . Despite viewers ' calls for harsher punishment , the network has reinstated the 28 - year - old to her role with a spot on sportscenter .",McHenry was 28 years old.,McHenry berated Gina Michelle.,Gina Michelle was a single mother.,McHenry berated GIna Michelle for towing her car.,McHenry insulted Gina Michelle's looks.,McHenry insulted Gina Michelle's social status.,McHenry insulted Gina Michelle's in a footage.,The footage has gone viral.,ESPN suspended McHenry.,McHenry was a sports reporter.,ESPN suspended McHenry for a week.,McHenry is being investigated.,There were thousands of calls for McHenry to be fired.,McHenry returned this week.,BLANK,BLANK,p,p,n,n,n,n,n,p,n,p,n,p,p,p,n,p,{},,
94,32CXT5U15KR5EJ069NC0CWZ6M21U88,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:13 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:13 PDT 2020,,,33C7UALJVQMSR662Y17HQEQVAKV81K,AHKYVHP6591H8,Submitted,2020-05-23 22:49:20,2020-05-23 23:07:50,Tue May 26 23:07:50 PDT 2020,,,,1110,100% (31/31),100% (31/31),100% (31/31),cnndm5420,two_stage_rl_out,"['336', '337', '338', '339', '340', '341', '342', '343', '344', '345', '346', '347', '348', '349', '350', '351']","Dayna Dobias , 19 , from Downers Grove was born with cerebral palsy , but she hopes to inspire others with her passionate videos .",Dayna Dobias is 19 years old.,Dayna Dobias has created a video.,"In Dayna Dobias's video, she dances.",Dayna Dobias has a disability.,Dayna Dobias's disability makes it difficult for her to walk.,Dayna Dobias loves TV.,Dayna Dobias loves film.,Dayna Dobias loves fashion.,Dayna Dobias is not happy with how people with disabilities are represented.,Dayna Dobias has created several videos.,Dayna Dobias's videos aim at changing stereotypes.,Dayna Dobias has created several videos during the past year.,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,n,p,n,n,n,n,n,{},,
96,3SBX2M1TLHBC3P6NGB2ILJMCHV04Q7,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:13 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:13 PDT 2020,,,3BEFOD78WBHO4U5PFK02TUYT69T4MG,A2GMGP393VX96T,Submitted,2020-05-23 22:33:01,2020-05-23 22:35:08,Tue May 26 22:35:08 PDT 2020,,,,127,0% (0/0),0% (0/0),0% (0/0),cnndm11351,two_stage_rl_out,"['1328', '1329', '1330', '1331', '1332', '1333', '1334', '1335', '1336', '1337', '1338', '1339', '1340', '1341', '1342', '1343']","Fan site Appleinsider has spotted nine job listings on Apple ' s official recruitment site in the past month that relate to batteries . These include listings for an IOS Battery Life Software Engineer , a Software Power Systems Engineer , battery pack engineering manager and a Cell Engineer . This includes 90 time checks , 90 notifications , 45 minutes of app use , and a 30 - minute workout with music .",Appleinsider spotted nine listings,Appleinsider spotted listings last month,Appleinsider spotted listings related to batteries,The listings include one for an IOS Battery Life Software Engineer,The listings include one for an IOS Software Power Systems Engineer,Appled improved battery life,The battery life of iphone 6 was improved,The battery life of iphone 6 plus was improved,Apple has been criticized for phones,Apple has been criticized for tablets,The criticism includes that phones don't last a day,The criticism includes that tablets don't last a day,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,n,n,n,n,{},,
97,3SBX2M1TLHBC3P6NGB2ILJMCHV04Q7,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:13 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:13 PDT 2020,,,3QJOXOW4XOF6WW2I4QCF2GAKJYIEMR,A28TPZXB90CE1D,Submitted,2020-05-23 21:45:44,2020-05-23 21:46:40,Tue May 26 21:46:40 PDT 2020,,,,56,0% (0/0),0% (0/0),0% (0/0),cnndm11351,two_stage_rl_out,"['1328', '1329', '1330', '1331', '1332', '1333', '1334', '1335', '1336', '1337', '1338', '1339', '1340', '1341', '1342', '1343']","Fan site Appleinsider has spotted nine job listings on Apple ' s official recruitment site in the past month that relate to batteries . These include listings for an IOS Battery Life Software Engineer , a Software Power Systems Engineer , battery pack engineering manager and a Cell Engineer . This includes 90 time checks , 90 notifications , 45 minutes of app use , and a 30 - minute workout with music .",Appleinsider spotted nine listings,Appleinsider spotted listings last month,Appleinsider spotted listings related to batteries,The listings include one for an IOS Battery Life Software Engineer,The listings include one for an IOS Software Power Systems Engineer,Appled improved battery life,The battery life of iphone 6 was improved,The battery life of iphone 6 plus was improved,Apple has been criticized for phones,Apple has been criticized for tablets,The criticism includes that phones don't last a day,The criticism includes that tablets don't last a day,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,n,n,n,n,{},,
99,3TCFMTM8IICEJ77JRITFR3H6P5C21E,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:13 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:13 PDT 2020,,,3WYGZ5XF313CGR7XK9J4CKMVVKDKSA,A3PYB8Z6FFWSOV,Submitted,2020-05-24 00:56:46,2020-05-24 01:30:00,Wed May 27 01:30:00 PDT 2020,,,,1994,0% (0/0),0% (0/0),0% (0/0),cnndm6976,two_stage_rl_out,"['48', '49', '50', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63']","Paul Armstrong , 26 , flew to Cyprus to celebrate his new job as an IT project manager . After a spending spree he was stopped at the airport with the stun gun disguised as a torch , extendable baton and Knuckle Duster stuffed in his luggage . Armstrong pleaded guilty to possession of a firearm and two offensive weapons and lost his job before he even started it . He was sentenced to eight months imprisonment , suspended for two years , with £ 2 , 000 costs .",Paul Armstrong flew to Cyprus.,Paul Armstrong celebrated new job.,Paul Armstrong's new job was as IT project manager.,Paul Armstrong was stopped at the Airport.,Paul Armstrong had a stun gun.,Paul Armstrong had a baton.,Paul Armstrong had a Knuckle Duster.,Paul Armstrong had many objects in his bag.,Paul Armstrong pleaded guilty to possession of a firearm.,Paul Armstrong lost his job.,Paul Armstrong did not start his job.,Paul Armstrong was 26 years old.,Paul Armstrong was sentenced.,Paul Armstrong was sentenced to eight months in jail.,Paul Armstrong was suspended for two years.,BLANK,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,{},,
100,3YGYP13655XY1YVTBV6EPI2H4YWRNP,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:13 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:13 PDT 2020,,,323Q6SJS8N4CAW1384G8STNOED8FHB,A101U3FTZYY87V,Submitted,2020-05-23 23:44:34,2020-05-23 23:45:40,Tue May 26 23:45:40 PDT 2020,,,,66,100% (2/2),100% (2/2),100% (2/2),cnndm7626,two_stage_rl_out,"['784', '785', '786', '787', '788', '789', '790', '791', '792', '793', '794', '795', '796', '797', '798', '799']",Alex Perry revealed in February that he would not be presenting a collection at the Sydney event this week . The designer says he is enjoying ' taking a breather ' . This is only the second fashion week the design powerhouse has missed in two decades .,Alex Perry is an Australian.,Alex Perry is a fashion designer.,The designer/Alex Perry won't show at this year's MBFWA.,BLANK,The designer/Alex Perry is excited to enjoy the shows from front row.,The designer/Alex Perry is going to watch the shows from front row.,This year's MBFWA will be the designer's / Alex Perry's second MBFWA he has missed in two decades.,The designer/Alex Perry is focusing on global expansion.,The designer/Alex Perry is focusing on global expansion in Asia and Middle East .,This year's MBFWA will be the designer's / Alex Perry's second MBFWA he has missed.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,p,n,n,n,n,n,n,n,{},,
101,3YGYP13655XY1YVTBV6EPI2H4YWRNP,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:13 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:13 PDT 2020,,,3GNA64GUZJSXLS7HLIQTFVOCG6R5QF,A2BCNRHZU9V7C4,Submitted,2020-05-23 23:49:29,2020-05-23 23:58:41,Tue May 26 23:58:41 PDT 2020,,,,552,0% (0/0),0% (0/0),0% (0/0),cnndm7626,two_stage_rl_out,"['784', '785', '786', '787', '788', '789', '790', '791', '792', '793', '794', '795', '796', '797', '798', '799']",Alex Perry revealed in February that he would not be presenting a collection at the Sydney event this week . The designer says he is enjoying ' taking a breather ' . This is only the second fashion week the design powerhouse has missed in two decades .,Alex Perry is an Australian.,Alex Perry is a fashion designer.,The designer/Alex Perry won't show at this year's MBFWA.,BLANK,The designer/Alex Perry is excited to enjoy the shows from front row.,The designer/Alex Perry is going to watch the shows from front row.,This year's MBFWA will be the designer's / Alex Perry's second MBFWA he has missed in two decades.,The designer/Alex Perry is focusing on global expansion.,The designer/Alex Perry is focusing on global expansion in Asia and Middle East .,This year's MBFWA will be the designer's / Alex Perry's second MBFWA he has missed.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,p,p,n,n,n,p,n,n,{},,
102,338431Z1GP3GJJV5CA6R472MU81RO4,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:13 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:13 PDT 2020,,,3NAPMVF0Z13VGDJF70FPHX45R6Y273,A1A3J5IXCM8A7X,Submitted,2020-05-23 21:50:03,2020-05-23 21:50:46,Tue May 26 21:50:46 PDT 2020,,,,43,0% (0/0),0% (0/0),0% (0/0),cnndm10325,two_stage_rl_out,"['1200', '1201', '1202', '1203', '1204', '1205', '1206', '1207', '1208', '1209', '1210', '1211', '1212', '1213', '1214', '1215']",Residents on Greville Street say they were hit by ' Peculiar ' power cuts . They also claim to have heard ' drilling ' noises on the evening of Good Friday . But they thought this was a continuation of road works that had been taking place . Scotland Yard admitted last week that an alarm first went off at the scene . But it was graded as ' no police response was deemed to be required ' .,There were power cuts the weekend before the raid,Locals say power cuts could be linked to heist.,Locals tell of suspicious ` drilling ' noises.,Locals tell of noises on evening of Good Friday.,Group was seen returning to scene.,Group was seen on Saturday.,The day after initial break - in was Saturday.,Police admit they didn't respond after alarm went off.,The alarm went off early on Friday.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,n,p,p,n,n,n,p,p,{},,
103,338431Z1GP3GJJV5CA6R472MU81RO4,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:13 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:13 PDT 2020,,,3TVSS0C0E6O4QRETYN7XA0CCKAKTWO,A3V8LIMUUJWUTL,Submitted,2020-05-23 21:58:07,2020-05-23 21:59:00,Tue May 26 21:59:00 PDT 2020,,,,53,0% (0/0),0% (0/0),0% (0/0),cnndm10325,two_stage_rl_out,"['1200', '1201', '1202', '1203', '1204', '1205', '1206', '1207', '1208', '1209', '1210', '1211', '1212', '1213', '1214', '1215']",Residents on Greville Street say they were hit by ' Peculiar ' power cuts . They also claim to have heard ' drilling ' noises on the evening of Good Friday . But they thought this was a continuation of road works that had been taking place . Scotland Yard admitted last week that an alarm first went off at the scene . But it was graded as ' no police response was deemed to be required ' .,There were power cuts the weekend before the raid,Locals say power cuts could be linked to heist.,Locals tell of suspicious ` drilling ' noises.,Locals tell of noises on evening of Good Friday.,Group was seen returning to scene.,Group was seen on Saturday.,The day after initial break - in was Saturday.,Police admit they didn't respond after alarm went off.,The alarm went off early on Friday.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,p,p,n,n,n,p,n,{},,
105,3PEG1BH7BIFADLT1ILS8XBG9SHOKB0,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:13 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:13 PDT 2020,,,3FE2ERCCZ2WYTQCKQK73OWYTS51PO4,A39XF45WLMIGX2,Submitted,2020-05-23 22:11:45,2020-05-23 22:13:30,Tue May 26 22:13:30 PDT 2020,,,,105,100% (2/2),100% (2/2),100% (2/2),cnndm9086,two_stage_rl_out,"['624', '625', '626', '627', '628', '629', '630', '631', '632', '633', '634', '635', '636', '637', '638', '639']",Raheem Sterling has been linked with a £ 50million move to Manchester City . Brendan Rodgers says City are bigger than their Etihad Rivals . City have been heavily linked with £ 50m move for Sterling . City face Aston Villa in the FA Cup semi - final at Wembley on Sunday . Click here for all the latest Liverpool News .,Manchester City have been linked with Raheem Sterling.,Manchester City have been linked with summer move for Raheem Sterling.,Raheem Sterling has two years left on his contract.,Raheem Sterling is stalling on a new deal.,Brendan Rodgers says a move to city would not be a step up for Sterling.,Brendan Rodgers indicated it will take Manchester City 20 years to eclipse Liverpool.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,n,n,n,n,n,n,n,{},,
107,3DTJ4WT8CH339J47SDX8LYA7ZNEZE1,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:13 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:13 PDT 2020,,,38BQUHLA91OS8NF7Y4FB7S4YN0UOMB,A1A3J5IXCM8A7X,Submitted,2020-05-23 22:53:23,2020-05-23 22:54:53,Tue May 26 22:54:53 PDT 2020,,,,90,0% (0/0),0% (0/0),0% (0/0),cnndm5576,two_stage_rl_out,"['1392', '1393', '1394', '1395', '1396', '1397', '1398', '1399', '1400', '1401', '1402', '1403', '1404', '1405', '1406', '1407']",Cesc Fabregas took to Instagram to show off the shiners he picked up from Charlie Adam . The Chelsea midfielder was caught in the face by Stoke City midfielder Adam ' s flailing arm during their 2 - 1 win over Jose Mourinho ' s side . The 27 - year - old joked that he could finally get his nose fixed .,Cesc Fabregas plays for Chelsea,Charlie Adam plays for Stoke City,Cesc Fabregas used to play for Barcelona,Charlie Adam injured Cesc Fabregas,Chelsea won against Stoke City,The match was at Chelsea's home,Charlie Adam is a midfielder,Charlie Adam scored a goal in the match,Cesc Fabregas posted on instagram,Cesc Fabregas had bruises.,Cesc Fabregas was smiling in the instagram post,Charlie Adam's arm was trailing.,BLANK,BLANK,BLANK,BLANK,p,n,p,n,n,n,n,p,p,n,p,p,n,n,n,p,{},,
109,3VP28W7DVR8VFX43NOHE3GV7BOTZFJ,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:14 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:14 PDT 2020,,,3KJYX6QCMEZXXZIJWJOXMS6PFYNJVT,A12ATVBE1I4567,Submitted,2020-05-23 21:16:58,2020-05-23 21:51:52,Tue May 26 21:51:52 PDT 2020,,,,2094,0% (0/0),0% (0/0),0% (0/0),cnndm10231,two_stage_rl_out,"['544', '545', '546', '547', '548', '549', '550', '551', '552', '553', '554', '555', '556', '557', '558', '559']","Drew Miller was very lucky the skate didn ' t hit my eye , ' Miller said at practice on Wednesday . Detroit ' s Mark Stone lifted his skate and struck Miller under the visor . Miller exited the ice under his own power before medical staff rushed him to receive treatment , including stitches .",Drew Miller plays for Detroit Red Wings.,Drew Miller was caught by a skate.,Drew Miller was caught in the first period.,Detroit Red Wings played against Ottawa Senators.,The cut required stitches to close.,The cut required 50-60 stitches to close.,The cut did not damage Miller's eye.,The Detroit Red Wings lost 2-1.,The Detroit Red wings remain in third place.,The Detroit Red Wings play in the Atlantic Division.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,p,n,n,p,n,p,n,n,{},,
110,3G4VVJO6Q34CHFUB1QA9SVLY9L3PKQ,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:14 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:14 PDT 2020,,,3PB5A5BD00ULV7RM6F0EJ1Y61PH7G5,A3P7QP6K56ED2Z,Submitted,2020-05-24 00:34:00,2020-05-24 00:41:11,Wed May 27 00:41:11 PDT 2020,,,,431,0% (0/0),0% (0/0),0% (0/0),cnndm11264,two_stage_rl_out,"['1344', '1345', '1346', '1347', '1348', '1349', '1350', '1351', '1352', '1353', '1354', '1355', '1356', '1357', '1358', '1359']","Google has used its massive dominance as a search engine to divert Internet users from rivals to its own services , which include YouTube and the Google + Social Network . In one of the most high - profile competition cases of recent years , Europe could fine Google more than £ 4 billion amid a wave of political opposition in Europe to the perceived dominance of us tech companies . The EU is also expected to probe Google ' s operating system for Android smartphones .",The European Union will accuse Google,Google will be accused of illegally abusing its supremacy,The European Union could find Google,The fine could be more than 4 billion,The fine could be 10 per cent of Google's annual revenue,Brussels to say Google uses search engine  to divert traffic,The traffic is diverted to Google's own services,Google boasts a 90 percent share in Europe's search engine market,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,n,n,n,n,{},,
