,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.eventId,Input.summaryId,Input.qIdList,Input.summary_text,Input.statement_1,Input.statement_2,Input.statement_3,Input.statement_4,Input.statement_5,Input.statement_6,Input.statement_7,Input.statement_8,Input.statement_9,Input.statement_10,Input.statement_11,Input.statement_12,Input.statement_13,Input.statement_14,Input.statement_15,Input.statement_16,Answer.S10Answer,Answer.S11Answer,Answer.S12Answer,Answer.S13Answer,Answer.S14Answer,Answer.S15Answer,Answer.S16Answer,Answer.S1Answer,Answer.S2Answer,Answer.S3Answer,Answer.S4Answer,Answer.S5Answer,Answer.S6Answer,Answer.S7Answer,Answer.S8Answer,Answer.S9Answer,Answer.feedback,Approve,Reject
71,3FHTJGYT9RO7FTYSBZPUU3T524LPGM,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:14:23 PDT 2020,2,BatchId:4050532;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:14:23 PDT 2020,,,3MYYFCXHJ8VOCK934H27GPEWAMY4GN,A7451ONPZDLPH,Submitted,2020-05-23 19:09:41,2020-05-23 19:10:38,Tue May 26 19:10:38 PDT 2020,,,,57,0% (0/0),0% (0/0),0% (0/0),cnndm10721,fast_abs_rl_out_rerank,"['800', '801', '802', '803', '804', '805', '806', '807', '808', '809', '810', '811', '812', '813', '814', '815']","Former Sunderland defender Danny Higginbotham has described a controversial speech . Former Manchester United midfielder delivered an astonishing team talk . Keane sat down in the home changing room at the Stadium of Light . Higginbotham scored in Sunderland's 1 - 1 draw with Villa . Danny Higginbotham gave Sunderland the lead during the game on December 15 , 2007 .",Danny Higginbotham has a new book .,Danny Higginbotham spent time under Roy Keane.,The book covers Danny Higginbotham's time under Roy Keane .,Danny Higginbotham played for Sunderland.,Sunderland was Roy Keane's team.,Danny Higginbotham played for Sunderland during the 2007 - 08 season,Roy Keane told his players ` basically you 're s *** '.,Roy Keane told his players ` basically you 're s *** ' before a game with Aston Villa.,Roy Keane told one player he was ` not f ****** Good Enough ' to play for the club .,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,p,n,p,n,n,n,{},,
72,3FO95NVK6GOVHBNYJRN0OCCNRX3RS0,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:14:26 PDT 2020,2,BatchId:4050532;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:14:26 PDT 2020,,,345LHZDED2GMZ6RUO8M5AZNH5UHU3S,AHKYVHP6591H8,Submitted,2020-05-23 19:16:17,2020-05-23 19:17:17,Tue May 26 19:17:17 PDT 2020,,,,60,100% (31/31),100% (31/31),100% (31/31),cnndm8306,fast_abs_rl_out_rerank,"['896', '897', '898', '899', '900', '901', '902', '903', '904', '905', '906', '907', '908', '909', '910', '911']","More than a dozen people were injured on Thursday night . One of the victims suffered critical head trauma as the stage fell half - way through a song . She was so shocked she was unable to move , but she was still holding the microphone 30 minutes later . Nicola Gruszka , a student who was singing in front of the stage , said they had previously practiced the song with no issue . The calamity occurred at the worst possible time - just as dozens walked on stage .",There was a performance at an Indiana public school.,The performance was of American Pie.,The performance ended in tragedy.,The performance was on Wednesday.,A riser buckled at the performance.,The riser buckled as many danced on-stage.,More than a dozen people were injured.,The school is Westfield High.,One student was taken to a hospital in critical condition.,Students said there had been no issues previously.,Students said they previously practiced the song on the stage with the same number of people .,BLANK,BLANK,BLANK,BLANK,BLANK,p,n,n,n,n,n,n,n,n,p,n,n,n,p,n,n,{},,
74,3FSEU3P2OVOJGWNL42NVY27R5VKRRC,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:14:26 PDT 2020,2,BatchId:4050532;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:14:26 PDT 2020,,,32AT8R96GQXQJNC9ENN6I7VTXA4US8,ADBDQ7FTFHKCR,Submitted,2020-05-23 17:43:29,2020-05-23 17:45:44,Tue May 26 17:45:44 PDT 2020,,,,135,0% (0/0),0% (0/0),0% (0/0),cnndm2065,fast_abs_rl_out_rerank,"['1408', '1409', '1410', '1411', '1412', '1413', '1414', '1415', '1416', '1417', '1418', '1419', '1420', '1421', '1422', '1423']","But when basketballer Abby Bishop was just 24 , her life completely changed when she took in her two - day - old niece Zala . Bishop suddenly found herself caring for a newborn . Zala is 20 months old and she follows Bishop as she travels the world playing for professional teams . Bishop now 26 , said it was a big decision at the time but she wouldn't change anything . Bishop had planned to spend a few years living in Europe full - time playing basketball .",Abby Bishop took in her niece,Niece is named Zala,Niece / Zala was two days old when Abby Bishop took her in,Abby Bishop took in her niece in August 2013,Niece / Zala is now 20 months old,Niece / Zala follows Bishop as she travels the world,Abby Bishop travels the world,Abby Bishop travels for professional basketball teams,Abby Bishop said taking in her niece / Zala was a big decision,Abby Bishop said that she wouldn't change anything,Niece / Zala will go with Abby Bishop when she starts playing in the U.S. WNBA,Abby Bishop will play for the U.S. WNBA in May,BLANK,BLANK,BLANK,BLANK,p,n,n,n,n,n,n,p,p,p,n,p,p,p,p,p,{},,
76,3G4VVJO6Q34CHFUB1QA9SVLY9L2PKP,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:14:25 PDT 2020,2,BatchId:4050532;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:14:25 PDT 2020,,,37W3JXSD6BW07DDN8TUWIH4RZBPWY1,A2Y5ZQV27N0D0Z,Submitted,2020-05-23 19:37:54,2020-05-23 19:39:45,Tue May 26 19:39:45 PDT 2020,,,,111,0% (0/0),0% (0/0),0% (0/0),cnndm307,fast_abs_rl_out_rerank,"['1488', '1489', '1490', '1491', '1492', '1493', '1494', '1495', '1496', '1497', '1498', '1499', '1500', '1501', '1502', '1503']",Buhari Buhari : Nigeria's harsh military leader could be a disaster . Nigeria : the Peaceful Transition of power from President Goodluck Jonathan is the first of its kind in history . Jonathan : Stability was contingent upon oil remaining at $ 110 a barrel . Nigeria : Nigeria's rich have always imagined themselves making their last stand .,Muhammadu Buhar won Nigeria Vote.,Muhammadu Buhar won on a campaign.,Muhammadu Buhar's campaign was against corruption.,Muhammadu Buhar is an ex-dictator.,Jonathan Administration failed to address corruption .,Jonathan Administration failed to address poverty.,Jonathan Administration failed to address rise of Boko Haram .,Muhammadu Buhar may be a tonic.,Nigeria has seen years of misrule.,Tim Stanley is the speaker.,The misrule was by the Jonathan Administration.,There is a reason for optimism.,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,{},,
77,3G4VVJO6Q34CHFUB1QA9SVLY9L2PKP,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:14:25 PDT 2020,2,BatchId:4050532;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:14:25 PDT 2020,,,3PPTZCWALV8VS6R6S6X94ZV7H4VZQA,AFQKLIYNCVZTL,Submitted,2020-05-23 17:26:43,2020-05-23 17:28:10,Tue May 26 17:28:10 PDT 2020,,,,87,0% (0/0),0% (0/0),0% (0/0),cnndm307,fast_abs_rl_out_rerank,"['1488', '1489', '1490', '1491', '1492', '1493', '1494', '1495', '1496', '1497', '1498', '1499', '1500', '1501', '1502', '1503']",Buhari Buhari : Nigeria's harsh military leader could be a disaster . Nigeria : the Peaceful Transition of power from President Goodluck Jonathan is the first of its kind in history . Jonathan : Stability was contingent upon oil remaining at $ 110 a barrel . Nigeria : Nigeria's rich have always imagined themselves making their last stand .,Muhammadu Buhar won Nigeria Vote.,Muhammadu Buhar won on a campaign.,Muhammadu Buhar's campaign was against corruption.,Muhammadu Buhar is an ex-dictator.,Jonathan Administration failed to address corruption .,Jonathan Administration failed to address poverty.,Jonathan Administration failed to address rise of Boko Haram .,Muhammadu Buhar may be a tonic.,Nigeria has seen years of misrule.,Tim Stanley is the speaker.,The misrule was by the Jonathan Administration.,There is a reason for optimism.,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,{},,
78,3GITHABAD29HXEE8W5RDOAU9S6FN25,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:14:25 PDT 2020,2,BatchId:4050532;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:14:25 PDT 2020,,,39N5ACM9HJBVM38EOVOLR634X5RP90,A24LB89P1BPKKF,Submitted,2020-05-23 18:09:17,2020-05-23 18:44:37,Tue May 26 18:44:37 PDT 2020,,,,2120,100% (1/1),100% (1/1),100% (1/1),cnndm4725,fast_abs_rl_out_rerank,"['528', '529', '530', '531', '532', '533', '534', '535', '536', '537', '538', '539', '540', '541', '542', '543']",Rory mcilroy has been in the first half of the golf clubs . mcilroy was filmed battling with fellow Northern Irishman Dornan . The duo were taking part in the First Circular Soccer Showdown of 2015 . The World No 1 golfer defeated the film star 2 - 1 to take the Crown .,Rory Mcilroy faced with Jamie Dornan.,Jamie Dornan was in fifty shades of Grey.,mcilroy and Dornan took part in the Circular Soccer Showdown.,It was the first circular soccer showdown of 2015.,Mcilroy finished strongly.,Mcilroy finished fourth.,Mcilroy played at the masters.,It Won't be too long before mcilroy wins a Masters .,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,n,p,p,p,n,n,n,n,{},,
79,3GITHABAD29HXEE8W5RDOAU9S6FN25,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:14:25 PDT 2020,2,BatchId:4050532;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:14:25 PDT 2020,,,3J4Q2Z4UT3RRYBM1HJD25V1P02UQWE,A7NZ814Q5MX2R,Submitted,2020-05-23 17:41:21,2020-05-23 18:14:31,Tue May 26 18:14:31 PDT 2020,,,,1990,0% (0/0),0% (0/0),0% (0/0),cnndm4725,fast_abs_rl_out_rerank,"['528', '529', '530', '531', '532', '533', '534', '535', '536', '537', '538', '539', '540', '541', '542', '543']",Rory mcilroy has been in the first half of the golf clubs . mcilroy was filmed battling with fellow Northern Irishman Dornan . The duo were taking part in the First Circular Soccer Showdown of 2015 . The World No 1 golfer defeated the film star 2 - 1 to take the Crown .,Rory Mcilroy faced with Jamie Dornan.,Jamie Dornan was in fifty shades of Grey.,mcilroy and Dornan took part in the Circular Soccer Showdown.,It was the first circular soccer showdown of 2015.,Mcilroy finished strongly.,Mcilroy finished fourth.,Mcilroy played at the masters.,It Won't be too long before mcilroy wins a Masters .,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,n,p,p,n,n,n,n,n,{},,
80,3GKAWYFRBTH439O199OMOIQ8PC5PDC,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:14:22 PDT 2020,2,BatchId:4050532;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:14:22 PDT 2020,,,3IO1LGZLKELNYS7Z47JYLAHCIVD68I,AHKYVHP6591H8,Submitted,2020-05-23 23:11:10,2020-05-23 23:16:49,Tue May 26 23:16:49 PDT 2020,,,,339,100% (31/31),100% (31/31),100% (31/31),cnndm7626,fast_abs_rl_out_rerank,"['784', '785', '786', '787', '788', '789', '790', '791', '792', '793', '794', '795', '796', '797', '798', '799']",Alex Perry's name is a notable absence from the schedule in 2015 . The designer revealed he was enjoying ` taking a breather ' . Perry is taking in the fashions from the comfort of the front row . The Design Powerhouse has missed in two decades . Perry pulls out of presenting : acclaimed designer Alex Perry .,Alex Perry is an Australian.,Alex Perry is a fashion designer.,The designer/Alex Perry won't show at this year's MBFWA.,BLANK,The designer/Alex Perry is excited to enjoy the shows from front row.,The designer/Alex Perry is going to watch the shows from front row.,This year's MBFWA will be the designer's / Alex Perry's second MBFWA he has missed in two decades.,The designer/Alex Perry is focusing on global expansion.,The designer/Alex Perry is focusing on global expansion in Asia and Middle East .,This year's MBFWA will be the designer's / Alex Perry's second MBFWA he has missed.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,p,n,n,n,p,n,n,n,{},,
81,3GKAWYFRBTH439O199OMOIQ8PC5PDC,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:14:22 PDT 2020,2,BatchId:4050532;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:14:22 PDT 2020,,,3TY7ZAOG5K8CFINLB70K2EGC0RVK0M,AE3ZQZ2Z81Z11,Submitted,2020-05-23 18:36:01,2020-05-23 18:38:00,Tue May 26 18:38:00 PDT 2020,,,,119,0% (0/0),0% (0/0),0% (0/0),cnndm7626,fast_abs_rl_out_rerank,"['784', '785', '786', '787', '788', '789', '790', '791', '792', '793', '794', '795', '796', '797', '798', '799']",Alex Perry's name is a notable absence from the schedule in 2015 . The designer revealed he was enjoying ` taking a breather ' . Perry is taking in the fashions from the comfort of the front row . The Design Powerhouse has missed in two decades . Perry pulls out of presenting : acclaimed designer Alex Perry .,Alex Perry is an Australian.,Alex Perry is a fashion designer.,The designer/Alex Perry won't show at this year's MBFWA.,BLANK,The designer/Alex Perry is excited to enjoy the shows from front row.,The designer/Alex Perry is going to watch the shows from front row.,This year's MBFWA will be the designer's / Alex Perry's second MBFWA he has missed in two decades.,The designer/Alex Perry is focusing on global expansion.,The designer/Alex Perry is focusing on global expansion in Asia and Middle East .,This year's MBFWA will be the designer's / Alex Perry's second MBFWA he has missed.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,p,n,n,n,n,n,n,n,p,p,n,p,p,p,n,n,{},,
82,3GL25Y6857ICGCW58TX61LZ50P6MXF,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:14:24 PDT 2020,2,BatchId:4050532;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:14:24 PDT 2020,,,3JC6VJ2SAG75YC00WMT7PV97CN35A4,AE861G0AY5RGT,Submitted,2020-05-23 17:32:39,2020-05-23 17:36:42,Tue May 26 17:36:42 PDT 2020,,,,243,0% (0/0),0% (0/0),0% (0/0),cnndm6774,fast_abs_rl_out_rerank,"['736', '737', '738', '739', '740', '741', '742', '743', '744', '745', '746', '747', '748', '749', '750', '751']","Mustafa Kamal Kamal Kamal , pictured with the Cricket World Cup trophy . Mustafa Kamal resigned as ICC President on Wednesday . India influenced the outcome of a World Cup match . India has influenced the outcome of the match using its position . Bangladesh Cricket Board criticised the umpires in the quarter - final .",Kamal criticised decision.,Decision was to award no - ball against Rohit Sharma.,Decision was controversial.,Decision was Umpires' decision.,Decision was in World Cup match.,India and Bangladesh played World Cup match.,An allegation was made that India had used its influence in the ICC.,Bangladeshi president made an allegation.,Governing Body asked Bangladeshi president to withdraw his statement or apologise.,Kamal confirmed his intention.,Kamal's intention was to step down.,Governing Body made request to Bangladeshi president.,BLANK,BLANK,BLANK,BLANK,n,p,n,n,n,n,n,n,n,n,p,p,p,p,n,n,{},,
83,3GL25Y6857ICGCW58TX61LZ50P6MXF,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:14:24 PDT 2020,2,BatchId:4050532;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:14:24 PDT 2020,,,3TVRFO09GP3VWEBEZJ1SQSG2ZYILXI,AHKYVHP6591H8,Submitted,2020-05-23 18:12:48,2020-05-23 18:39:35,Tue May 26 18:39:35 PDT 2020,,,,1607,100% (31/31),100% (31/31),100% (31/31),cnndm6774,fast_abs_rl_out_rerank,"['736', '737', '738', '739', '740', '741', '742', '743', '744', '745', '746', '747', '748', '749', '750', '751']","Mustafa Kamal Kamal Kamal , pictured with the Cricket World Cup trophy . Mustafa Kamal resigned as ICC President on Wednesday . India influenced the outcome of a World Cup match . India has influenced the outcome of the match using its position . Bangladesh Cricket Board criticised the umpires in the quarter - final .",Kamal criticised decision.,Decision was to award no - ball against Rohit Sharma.,Decision was controversial.,Decision was Umpires' decision.,Decision was in World Cup match.,India and Bangladesh played World Cup match.,An allegation was made that India had used its influence in the ICC.,Bangladeshi president made an allegation.,Governing Body asked Bangladeshi president to withdraw his statement or apologise.,Kamal confirmed his intention.,Kamal's intention was to step down.,Governing Body made request to Bangladeshi president.,BLANK,BLANK,BLANK,BLANK,n,p,n,n,n,n,n,p,n,n,n,p,p,n,p,n,{},,
84,3GMLHYZ0MILKTPROMRAUB9N8FH3YUP,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:14:24 PDT 2020,2,BatchId:4050532;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:14:24 PDT 2020,,,3180JW2OT90GZ534QS6KIUCQ2AY5JL,AHKYVHP6591H8,Submitted,2020-05-23 17:39:42,2020-05-23 18:03:36,Tue May 26 18:03:36 PDT 2020,,,,1434,100% (31/31),100% (31/31),100% (31/31),cnndm7823,fast_abs_rl_out_rerank,"['352', '353', '354', '355', '356', '357', '358', '359', '360', '361', '362', '363', '364', '365', '366', '367']","Drivers pulled over on Interstate 20 in albilene , Texas . Video posted on Facebook shows motorists frantically grabbing the notes in between stopped vehicles . The passenger door of the truck somehow opened as it was moving causing a plastic bag with a ` substantial amount of money ' . Police have warned that if anyone is caught with cash that was inside the truck .",Bundles of notes spilled onto Interstate 20.,The bundles of notes were spilled in Albilene Texas.,The bundles of notes were spilled on Friday.,Passenger door of vehicle was flung open.,The opening of door released the money onto the road.,Motorists pulled over.,Motorists abandoned their vehicles.,Motorists picked up the cash.,Police have warned anyone caught with the money will be arrested.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,n,p,p,p,n,p,n,{},,
85,3GMLHYZ0MILKTPROMRAUB9N8FH3YUP,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:14:24 PDT 2020,2,BatchId:4050532;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:14:24 PDT 2020,,,3OE22WJIGNCE67XWMJY1N7GSFMPUQP,A3PYB8Z6FFWSOV,Submitted,2020-05-23 18:24:25,2020-05-23 18:25:33,Tue May 26 18:25:33 PDT 2020,,,,68,0% (0/0),0% (0/0),0% (0/0),cnndm7823,fast_abs_rl_out_rerank,"['352', '353', '354', '355', '356', '357', '358', '359', '360', '361', '362', '363', '364', '365', '366', '367']","Drivers pulled over on Interstate 20 in albilene , Texas . Video posted on Facebook shows motorists frantically grabbing the notes in between stopped vehicles . The passenger door of the truck somehow opened as it was moving causing a plastic bag with a ` substantial amount of money ' . Police have warned that if anyone is caught with cash that was inside the truck .",Bundles of notes spilled onto Interstate 20.,The bundles of notes were spilled in Albilene Texas.,The bundles of notes were spilled on Friday.,Passenger door of vehicle was flung open.,The opening of door released the money onto the road.,Motorists pulled over.,Motorists abandoned their vehicles.,Motorists picked up the cash.,Police have warned anyone caught with the money will be arrested.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,n,p,p,p,n,p,n,{},,
87,3GONHBMNIZM1L7WK9BLRY6FG8P4MZC,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:14:24 PDT 2020,2,BatchId:4050532;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:14:24 PDT 2020,,,3XM0HYN6NPNCHZZVW647JK4FO2CPEF,A12ATVBE1I4567,Submitted,2020-05-23 18:46:43,2020-05-23 19:06:58,Tue May 26 19:06:58 PDT 2020,,,,1215,0% (0/0),0% (0/0),0% (0/0),cnndm6976,fast_abs_rl_out_rerank,"['48', '49', '50', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63']","Armstrong pleaded guilty to trying to bring a stun gun , a baton and Knuckle Dusters back into the UK from Cyprus . Armstrong was stopped at the airport with the stun gun disguised as a torch , extendable baton and Knuckle Duster stuffed in his luggage . Holidaymaker who jetted off to Cyprus to celebrate his new job was sacked . The stun gun was capable of administering an electrical discharge . Paul Armstrong , 26 , of Sunderland , flew to Cyprus with four friends .",Paul Armstrong flew to Cyprus.,Paul Armstrong celebrated new job.,Paul Armstrong's new job was as IT project manager.,Paul Armstrong was stopped at the Airport.,Paul Armstrong had a stun gun.,Paul Armstrong had a baton.,Paul Armstrong had a Knuckle Duster.,Paul Armstrong had many objects in his bag.,Paul Armstrong pleaded guilty to possession of a firearm.,Paul Armstrong lost his job.,Paul Armstrong did not start his job.,Paul Armstrong was 26 years old.,Paul Armstrong was sentenced.,Paul Armstrong was sentenced to eight months in jail.,Paul Armstrong was suspended for two years.,BLANK,p,p,p,n,n,n,n,p,p,n,p,p,p,p,p,n,{},,
88,3HEADTGN3TGB9342DMS5ZZWUQ1XRV5,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:14:26 PDT 2020,2,BatchId:4050532;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:14:26 PDT 2020,,,30BUDKLTXIJ8OPHCCRVTLEZYX295E7,AE3ZQZ2Z81Z11,Submitted,2020-05-23 18:23:56,2020-05-23 18:27:09,Tue May 26 18:27:09 PDT 2020,,,,193,0% (0/0),0% (0/0),0% (0/0),cnndm10325,fast_abs_rl_out_rerank,"['1200', '1201', '1202', '1203', '1204', '1205', '1206', '1207', '1208', '1209', '1210', '1211', '1212', '1213', '1214', '1215']","Two members of the criminal gang , with their faces obscured , can be seen entering the building . Thieves returned a day after the robbery in Central London . Residents on Greville Street say they had suspicious power outages a week before the heist . Scotland Yard admitted last week that an alarm first went off at the scene . They claim to have heard ` drilling ' noises on the evening of Good Friday . They exit the building with Wheelies Bins thought to be carrying the stolen loot . Residents living yards from the scene of the # 60million Hatton Garden Heist .",There were power cuts the weekend before the raid,Locals say power cuts could be linked to heist.,Locals tell of suspicious ` drilling ' noises.,Locals tell of noises on evening of Good Friday.,Group was seen returning to scene.,Group was seen on Saturday.,The day after initial break - in was Saturday.,Police admit they didn't respond after alarm went off.,The alarm went off early on Friday.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,n,n,p,n,{},,
90,3HKIF5DF72LMN6ILUATX8DTQX039GB,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:14:23 PDT 2020,2,BatchId:4050532;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:14:23 PDT 2020,,,39ASUFLU62VHQ81MIXEODXQIQ1NXED,A2Y5ZQV27N0D0Z,Submitted,2020-05-23 19:04:57,2020-05-23 19:06:10,Tue May 26 19:06:10 PDT 2020,,,,73,0% (0/0),0% (0/0),0% (0/0),cnndm10680,fast_abs_rl_out_rerank,"['832', '833', '834', '835', '836', '837', '838', '839', '840', '841', '842', '843', '844', '845', '846', '847']","Father - of - two Shiraz Nawaz said he felt lucky to be alive after 15 - foot flames shot out of the manhole . He was on his way to his local takeaway when he heard buzzing from the ground just a few feet behind him . Shiraz Nawaz , 36 , said he felt lucky to be alive after he narrowly missed being burnt by flames shooting out of the manhole . Flames as high as 15FT tall erupted from manhole in West Midlands . He noticed the charred ground and watched on as thick black smoke began billowing from the manhole .",Flames shot out the manhole .,Shiraz Nawaz felt lucky to be alive.,Fire erupted moments after Shiraz Nawaz walked over the manhole.,The manhole was in a busy street .,No - one was hurt in the incident.,Nawaz evacuated the area.,No-one was hurt after Nawaz evacuated the area .,Shiraz Nawaz walked over the manhole.,It is incredible that no - one was hurt.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,n,n,n,n,n,n,n,n,{},,
93,3HO4MYYR26CIA5HIG8F2SI3FG7AU6L,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:14:25 PDT 2020,2,BatchId:4050532;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:14:25 PDT 2020,,,3SEPORI8WSN35QKP3A0NEZG2DMLAZQ,A18R8GG33EVI6C,Submitted,2020-05-23 18:40:51,2020-05-23 18:48:13,Tue May 26 18:48:13 PDT 2020,,,,442,0% (0/0),0% (0/0),0% (0/0),cnndm7910,fast_abs_rl_out_rerank,"['880', '881', '882', '883', '884', '885', '886', '887', '888', '889', '890', '891', '892', '893', '894', '895']","Footage captured at Spring Garden Station in Philadelphia on Tuesday . They then pull them to the ground , punch them and repeatedly stamp on their heads . Footage captured at Spring Garden Station in Philadelphia on Tuesday . The brawl , involving students from Benjamin Franklin High School , even spilled onto the tracks .",A fight (could also be called brawl or confrontation) occurred.,The fight happened at Spring Gardens Station.,The fight was captured on CCTV.,Fight involved students.,Students involved were from Benjamin Franklin High School.,Benjamin Franklin High School is nearby.,At one point an attacker fell.,An attacker fell onto the tracks.,The fallen attacker managed to get back up.,"After the confrontation, the victims and attackers walked onto the same train .",Victims walked onto a train after confrontation.,Attackers walked onto a train after confrontation.,The fight happened in Philadelphia.,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,n,p,p,n,n,n,n,Number 3; let me know if I am wrong but I do not think it would be right to assume that the footage was captured by CCTV even if it is very likely.,,
