,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.eventId,Input.summaryId,Input.qIdList,Input.summary_text,Input.statement_1,Input.statement_2,Input.statement_3,Input.statement_4,Input.statement_5,Input.statement_6,Input.statement_7,Input.statement_8,Input.statement_9,Input.statement_10,Input.statement_11,Input.statement_12,Input.statement_13,Input.statement_14,Input.statement_15,Input.statement_16,Answer.S10Answer,Answer.S11Answer,Answer.S12Answer,Answer.S13Answer,Answer.S14Answer,Answer.S15Answer,Answer.S16Answer,Answer.S1Answer,Answer.S2Answer,Answer.S3Answer,Answer.S4Answer,Answer.S5Answer,Answer.S6Answer,Answer.S7Answer,Answer.S8Answer,Answer.S9Answer,Answer.feedback,Approve,Reject
74,3KLL7H3EHHPYK9QZHHGBLVUO3SZHVY,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:15:25 PDT 2020,2,BatchId:4050534;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:15:25 PDT 2020,,,3EG49X351Z0DDT87CFVQ19Y59356X7,A28TPZXB90CE1D,Submitted,2020-05-23 20:09:31,2020-05-23 20:10:38,Tue May 26 20:10:38 PDT 2020,,,,67,0% (0/0),0% (0/0),0% (0/0),cnndm5476,neusumm_out,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15']","Kevin Carr set off from Haytor on Dartmoor in July 2013 and every day since then he has completed on average one and a quarter marathons a day . Now , after covering an estimated 36,000,000 steps over the past 19 months he is just 24 hours from returning to his starting point . The 35 - year - old from Woolacombe in Devon is currently in his home county and is due to complete his 16,300 - mile epic journey on Thursday .",Kevin Carr set off on his journey from Haytor.,Kevin Carr set off on his journey from Dartmoor.,Kevin Carr set off on his journey in July 2013.,Kevin Carr is less than 24 hours away from completing his trip.,Kevin Carr ran around the world unsupported.,Kevin Carr ran with his tent.,Kevin Carr is set to break the previous record.,Kevin Carr is set to break the record by 24 hours.,The previous record was held by an Australian.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,n,n,n,n,n,{},,
75,3KLL7H3EHHPYK9QZHHGBLVUO3SZHVY,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:15:25 PDT 2020,2,BatchId:4050534;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:15:25 PDT 2020,,,3IKZ72A5B944KSNEB2BLXDKK0OFFNG,A7NZ814Q5MX2R,Submitted,2020-05-23 17:27:59,2020-05-23 18:10:33,Tue May 26 18:10:33 PDT 2020,,,,2554,0% (0/0),0% (0/0),0% (0/0),cnndm5476,neusumm_out,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15']","Kevin Carr set off from Haytor on Dartmoor in July 2013 and every day since then he has completed on average one and a quarter marathons a day . Now , after covering an estimated 36,000,000 steps over the past 19 months he is just 24 hours from returning to his starting point . The 35 - year - old from Woolacombe in Devon is currently in his home county and is due to complete his 16,300 - mile epic journey on Thursday .",Kevin Carr set off on his journey from Haytor.,Kevin Carr set off on his journey from Dartmoor.,Kevin Carr set off on his journey in July 2013.,Kevin Carr is less than 24 hours away from completing his trip.,Kevin Carr ran around the world unsupported.,Kevin Carr ran with his tent.,Kevin Carr is set to break the previous record.,Kevin Carr is set to break the record by 24 hours.,The previous record was held by an Australian.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,n,p,n,n,n,{},,
76,38RHULDVA23BVT1OD93S79EHAEGWIG,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:15:25 PDT 2020,2,BatchId:4050534;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:15:25 PDT 2020,,,369J354OFIY2R7DHN5VMDNYA6DR6GX,A12ATVBE1I4567,Submitted,2020-05-23 17:34:50,2020-05-23 17:53:27,Tue May 26 17:53:27 PDT 2020,,,,1117,0% (0/0),0% (0/0),0% (0/0),cnndm307,neusumm_out,"['1488', '1489', '1490', '1491', '1492', '1493', '1494', '1495', '1496', '1497', '1498', '1499', '1500', '1501', '1502', '1503']","( CNN ) the victory of a 72 - year - old former general , Muhammadu Buhari , in the Nigerian elections represents a moment of maturity in West African politics . Buhari , who some 30 years ago was Nigeria's harsh military leader , could of course prove to be a disaster ; so many self - described reformers have been . Swath . Now he has won the presidency promising to tackle those intertwined problems of Boko Haram and corruption . Get the Army functioning properly again , Nigerians hope , and it will be able to drive back the fundamentalists . But the peaceful transition of power from President Goodluck Jonathan to President Buhari is the first of its kind in history . And the fact that the winner ran on an anti-corruption platform suggests that ordinary Nigerians have finally had enough of the venality of their elites . For Too Long , Nigeria's poor have been victims of their country's enormous wealth . The cancer of corruption has to be cut out .",Muhammadu Buhar won Nigeria Vote.,Muhammadu Buhar won on a campaign.,Muhammadu Buhar's campaign was against corruption.,Muhammadu Buhar is an ex-dictator.,Jonathan Administration failed to address corruption .,Jonathan Administration failed to address poverty.,Jonathan Administration failed to address rise of Boko Haram .,Muhammadu Buhar may be a tonic.,Nigeria has seen years of misrule.,Tim Stanley is the speaker.,The misrule was by the Jonathan Administration.,There is a reason for optimism.,BLANK,BLANK,BLANK,BLANK,n,n,p,n,n,n,n,p,p,p,n,n,n,n,n,n,{},,
78,3QGTX7BCITQ3D0BEHC45H44UMUEZ5Z,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:15:25 PDT 2020,2,BatchId:4050534;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:15:25 PDT 2020,,,3FTOP5WARKCH4YH3TM081ZGZL27J0Y,A12ATVBE1I4567,Submitted,2020-05-23 20:48:58,2020-05-23 21:04:01,Tue May 26 21:04:01 PDT 2020,,,,903,0% (0/0),0% (0/0),0% (0/0),cnndm1521,neusumm_out,"['320', '321', '322', '323', '324', '325', '326', '327', '328', '329', '330', '331', '332', '333', '334', '335']","Carrie Reichert , 43 , who has previously said she kissed the Prince and has a pair of his underpants she hopes to use in a strip - tease show , has now written a book about the night . In an excerpt from the upcoming in the Eye of the royal story , she says she couldn't help but notice how ` adorably cute his naked a ** was ' , the Sun reported . A dominatrix who claims she shared a ` hot , Deep Kiss ' with Prince Harry during his infamous Party Night in Vegas three years ago says she felt ` overdressed ' when she saw him playing strip billiards .",Dominatrix claims she shared a kiss.,The kiss was hot.,The kiss was deep.,Dominatrix claimed she kissed Prince Harry.,Dominatrix claimed she kissed in Vegas.,Carrie Reichert was a dominatrix.,Carri Reichert / dominatrix said she felt overdressed.,Carri Reichert / dominatrix said she saw Prince Harry's a**.,Carri Reichert was 43 years old.,Carri Reichert / the 43 year old claimed in her book.,The book was upcoming.,Kensington Palace denied Carrie Reichart was invited.,Kensington Palace denied Carrie Reichart was invited to the hotel suite.,BLANK,BLANK,BLANK,p,p,n,n,n,n,n,p,p,p,p,p,p,n,n,p,{},,
79,3QGTX7BCITQ3D0BEHC45H44UMUEZ5Z,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:15:25 PDT 2020,2,BatchId:4050534;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:15:25 PDT 2020,,,3TPZPLC3M50971JY7MNB0T0IXDB3PR,A1YGF0LJJGB30G,Submitted,2020-05-23 17:24:07,2020-05-23 17:29:13,Tue May 26 17:29:13 PDT 2020,,,,306,0% (0/0),0% (0/0),0% (0/0),cnndm1521,neusumm_out,"['320', '321', '322', '323', '324', '325', '326', '327', '328', '329', '330', '331', '332', '333', '334', '335']","Carrie Reichert , 43 , who has previously said she kissed the Prince and has a pair of his underpants she hopes to use in a strip - tease show , has now written a book about the night . In an excerpt from the upcoming in the Eye of the royal story , she says she couldn't help but notice how ` adorably cute his naked a ** was ' , the Sun reported . A dominatrix who claims she shared a ` hot , Deep Kiss ' with Prince Harry during his infamous Party Night in Vegas three years ago says she felt ` overdressed ' when she saw him playing strip billiards .",Dominatrix claims she shared a kiss.,The kiss was hot.,The kiss was deep.,Dominatrix claimed she kissed Prince Harry.,Dominatrix claimed she kissed in Vegas.,Carrie Reichert was a dominatrix.,Carri Reichert / dominatrix said she felt overdressed.,Carri Reichert / dominatrix said she saw Prince Harry's a**.,Carri Reichert was 43 years old.,Carri Reichert / the 43 year old claimed in her book.,The book was upcoming.,Kensington Palace denied Carrie Reichart was invited.,Kensington Palace denied Carrie Reichart was invited to the hotel suite.,BLANK,BLANK,BLANK,p,p,n,n,n,n,n,p,p,p,p,p,p,p,p,p,{},,
80,3LXX8KJXQ0XAFJZJIT65DM2SOMU9OY,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:15:25 PDT 2020,2,BatchId:4050534;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:15:25 PDT 2020,,,3F6HPJW4JIOA6SKGF8N19D3MKWFW25,AHKYVHP6591H8,Submitted,2020-05-23 17:35:30,2020-05-23 17:57:25,Tue May 26 17:57:25 PDT 2020,,,,1315,100% (31/31),100% (31/31),100% (31/31),cnndm4043,neusumm_out,"['1568', '1569', '1570', '1571', '1572', '1573', '1574', '1575', '1576', '1577', '1578', '1579', '1580', '1581', '1582', '1583']","It is one of 13 European hotspots out of 14 where your cash will go far further this summer , largely thanks to rock - bottom exchange rates and higher inflation in some countries . The former Soviet state has gained the most from the strong pound , which has cut the cost of visiting the continent . Resorts on its Black Sea coast offer the best value in terms of a meal out , buying a cup of coffee and essentials such as Sun Cream and a cold drink , according to a study .",Bulgaria's Black Sea has resorts,Black Sea resorts cheaper than hotspots in Italy,Black Sea resorts cheaper than hotspots in Spain,Black Sea resorts cheaper than hotspots in Turkey,Cheap prices in Bulgaria are driven by low exchange rates,Cheap prices in Bulgaria are driven by country's high inflation,It's most popular resort is Sunny Beach,The Sunny Beach resort copies resorts in Spain and Greece,Researchers found the cheapest destination,Researchers used imaginary shopping basket,Researchers used imaginary shopping basket to find cheapest destination,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,n,p,n,n,n,n,{},,
81,3LXX8KJXQ0XAFJZJIT65DM2SOMU9OY,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:15:25 PDT 2020,2,BatchId:4050534;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:15:25 PDT 2020,,,3YGXWBAF755BV8TY2V6OQYTHCUT4C0,A12ATVBE1I4567,Submitted,2020-05-23 17:31:18,2020-05-23 17:50:38,Tue May 26 17:50:38 PDT 2020,,,,1160,0% (0/0),0% (0/0),0% (0/0),cnndm4043,neusumm_out,"['1568', '1569', '1570', '1571', '1572', '1573', '1574', '1575', '1576', '1577', '1578', '1579', '1580', '1581', '1582', '1583']","It is one of 13 European hotspots out of 14 where your cash will go far further this summer , largely thanks to rock - bottom exchange rates and higher inflation in some countries . The former Soviet state has gained the most from the strong pound , which has cut the cost of visiting the continent . Resorts on its Black Sea coast offer the best value in terms of a meal out , buying a cup of coffee and essentials such as Sun Cream and a cold drink , according to a study .",Bulgaria's Black Sea has resorts,Black Sea resorts cheaper than hotspots in Italy,Black Sea resorts cheaper than hotspots in Spain,Black Sea resorts cheaper than hotspots in Turkey,Cheap prices in Bulgaria are driven by low exchange rates,Cheap prices in Bulgaria are driven by country's high inflation,It's most popular resort is Sunny Beach,The Sunny Beach resort copies resorts in Spain and Greece,Researchers found the cheapest destination,Researchers used imaginary shopping basket,Researchers used imaginary shopping basket to find cheapest destination,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,n,p,n,n,n,n,{},,
83,3P7RGTLO7I15UBO9C7SC20W3AZ2KA4,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:15:25 PDT 2020,2,BatchId:4050534;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:15:25 PDT 2020,,,3FIUS151D0Q4O02NZI48PEBZ0R0GGF,A13GUTDMGGZZDL,Submitted,2020-05-23 18:13:17,2020-05-23 18:14:41,Tue May 26 18:14:41 PDT 2020,,,,84,0% (0/0),0% (0/0),0% (0/0),cnndm1153,neusumm_out,"['768', '769', '770', '771', '772', '773', '774', '775', '776', '777', '778', '779', '780', '781', '782', '783']","The four - poster oak wood bed ( above ) , which was dumped in the car park of Redland House Hotel in Chester and later sold at auction for # 2,200 , has now been confirmed by DNA as once belonging to King Henry VII . Oblivious to its true value and historical significance , the construction workers dismantled the piece of oak wood furniture and left it to be picked up by auctioneers . The intricately - carved ornate bed was left in the car park of the former Redland House Hotel in Hough Green , Chester , by builders who were renovating the property .",A bed was dumped.,A bed was left in a hotel car park.,The bed was a four - poster bed.,"The bed sold at auction for 2,200.",Owner suspected it had historic value.,Experts have been investigating.,Historian now claims the bed belonged to Henry VII .,"DNA from the timber proves who the bed belonged to, it is claimed.",The bed is ornate.,The bed is now on display.,The bed was made for Henry VII / King.,The bed was also made for Henry VII's wife / King's wife / Elizabeth of York .,Elizabeth of York was wife of Henry VII / King.,The bed sold at an auction.,BLANK,BLANK,n,n,n,n,p,n,n,p,p,p,p,n,n,p,p,p,{},,
84,3N5YJ55YYKR62H9C9KKSUSD74U7NAC,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:15:25 PDT 2020,2,BatchId:4050534;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:15:25 PDT 2020,,,3TXD01ZLD957H2AYOMROK4FNJUCU4C,A1A3J5IXCM8A7X,Submitted,2020-05-23 19:01:29,2020-05-23 19:03:02,Tue May 26 19:03:02 PDT 2020,,,,93,0% (0/0),0% (0/0),0% (0/0),cnndm8334,neusumm_out,"['224', '225', '226', '227', '228', '229', '230', '231', '232', '233', '234', '235', '236', '237', '238', '239']","The Chelsea forward set up the ` Didier Drogba Foundation in Africa , ' as he hopes to inspire the next generation of footballers in Africa to fall in love with the game . Following all his inspired charity work , Didier Drogba has been awarded with a Barclays Spirit of the game trophy . The 37 - year - old , who scored against Leicester on Wednesday , spoke in the video about his experiences growing up in the Ivory Coast and his love for football .",Didier Drogba given an award.,Didier Drogba given Barclays Spirit of the Game Award.,Didier Drogba was a 37 year old.,Didier Drogba's foundation has done impressive work.,Didier Drogba's foundation has done work in Africa.,Some of Chelsea's stars attended a charity ball.,"The charity ball raised 400,000.",Click here for all the latest Chelsea News .,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,n,n,n,n,{},,
85,3N5YJ55YYKR62H9C9KKSUSD74U7NAC,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:15:25 PDT 2020,2,BatchId:4050534;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:15:25 PDT 2020,,,3YGXWBAF755BV8TY2V6OQYTHCUVC4A,A12ATVBE1I4567,Submitted,2020-05-23 17:47:03,2020-05-23 18:03:35,Tue May 26 18:03:35 PDT 2020,,,,992,0% (0/0),0% (0/0),0% (0/0),cnndm8334,neusumm_out,"['224', '225', '226', '227', '228', '229', '230', '231', '232', '233', '234', '235', '236', '237', '238', '239']","The Chelsea forward set up the ` Didier Drogba Foundation in Africa , ' as he hopes to inspire the next generation of footballers in Africa to fall in love with the game . Following all his inspired charity work , Didier Drogba has been awarded with a Barclays Spirit of the game trophy . The 37 - year - old , who scored against Leicester on Wednesday , spoke in the video about his experiences growing up in the Ivory Coast and his love for football .",Didier Drogba given an award.,Didier Drogba given Barclays Spirit of the Game Award.,Didier Drogba was a 37 year old.,Didier Drogba's foundation has done impressive work.,Didier Drogba's foundation has done work in Africa.,Some of Chelsea's stars attended a charity ball.,"The charity ball raised 400,000.",Click here for all the latest Chelsea News .,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,p,n,n,n,n,n,n,,,
86,3VADEH0UIGLA5Y7J6ZJBJHC8QFFPS6,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:15:25 PDT 2020,2,BatchId:4050534;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:15:25 PDT 2020,,,3JJVG1YBEGLAHM5S20T3K6TDU6FB5Y,AHKYVHP6591H8,Submitted,2020-05-23 21:44:00,2020-05-23 22:07:47,Tue May 26 22:07:47 PDT 2020,,,,1427,100% (31/31),100% (31/31),100% (31/31),cnndm6976,neusumm_out,"['48', '49', '50', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63']","The 26 - year - old was sentenced to eight months imprisonment , suspended for two years , with # 2,000 costs at Newcastle Crown Court ( pictured ) . Paul Armstrong , 26 , of Sunderland , flew to Cyprus with four friends before beginning his new role as an IT project manager . But after a spending spree on the trip , Armstrong was stopped at the airport with the stun gun disguised as a torch , extendable baton and Knuckle Duster stuffed in his luggage .",Paul Armstrong flew to Cyprus.,Paul Armstrong celebrated new job.,Paul Armstrong's new job was as IT project manager.,Paul Armstrong was stopped at the Airport.,Paul Armstrong had a stun gun.,Paul Armstrong had a baton.,Paul Armstrong had a Knuckle Duster.,Paul Armstrong had many objects in his bag.,Paul Armstrong pleaded guilty to possession of a firearm.,Paul Armstrong lost his job.,Paul Armstrong did not start his job.,Paul Armstrong was 26 years old.,Paul Armstrong was sentenced.,Paul Armstrong was sentenced to eight months in jail.,Paul Armstrong was suspended for two years.,BLANK,n,n,p,p,p,p,n,p,n,p,p,p,p,p,n,n,{},,
87,3VADEH0UIGLA5Y7J6ZJBJHC8QFFPS6,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:15:25 PDT 2020,2,BatchId:4050534;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:15:25 PDT 2020,,,3Z2R0DQ0JM2GPSYPU8TVN7WMDS8E25,A1YGF0LJJGB30G,Submitted,2020-05-23 17:23:20,2020-05-23 17:45:59,Tue May 26 17:45:59 PDT 2020,,,,1359,0% (0/0),0% (0/0),0% (0/0),cnndm6976,neusumm_out,"['48', '49', '50', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63']","The 26 - year - old was sentenced to eight months imprisonment , suspended for two years , with # 2,000 costs at Newcastle Crown Court ( pictured ) . Paul Armstrong , 26 , of Sunderland , flew to Cyprus with four friends before beginning his new role as an IT project manager . But after a spending spree on the trip , Armstrong was stopped at the airport with the stun gun disguised as a torch , extendable baton and Knuckle Duster stuffed in his luggage .",Paul Armstrong flew to Cyprus.,Paul Armstrong celebrated new job.,Paul Armstrong's new job was as IT project manager.,Paul Armstrong was stopped at the Airport.,Paul Armstrong had a stun gun.,Paul Armstrong had a baton.,Paul Armstrong had a Knuckle Duster.,Paul Armstrong had many objects in his bag.,Paul Armstrong pleaded guilty to possession of a firearm.,Paul Armstrong lost his job.,Paul Armstrong did not start his job.,Paul Armstrong was 26 years old.,Paul Armstrong was sentenced.,Paul Armstrong was sentenced to eight months in jail.,Paul Armstrong was suspended for two years.,BLANK,n,n,p,p,p,n,n,p,p,p,p,p,p,p,p,n,{},,
88,3VQTAXTYO79OGHYDCZWA3YP7U8LUB6,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:15:25 PDT 2020,2,BatchId:4050534;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:15:25 PDT 2020,,,3FQ5JJ512QCF0EFSCD2IDQCP8KVKNM,A1YGF0LJJGB30G,Submitted,2020-05-23 17:22:07,2020-05-23 17:23:09,Tue May 26 17:23:09 PDT 2020,,,,62,0% (0/0),0% (0/0),0% (0/0),cnndm1573,neusumm_out,"['656', '657', '658', '659', '660', '661', '662', '663', '664', '665', '666', '667', '668', '669', '670', '671']",Andy Murray celebrates winning a point in the second set against Novak Djokovic in the mens final . World No 3 Murray is set to marry his fiancee Sears in Dunblane Next Saturday . Djokovic holds the winners trophy after defeating Murray in the final of the Miami Open .,Tournament performances have restored Andy Murray to World No 3 .,Andy Murray has been restored to World No 3 .,The wedding takes Andy Murray's No 1 spot this week .,Andy Murray is going to marry Kim Sears.,The wedding is this week.,Kin Sears is Andy Murray's fiancée.,The wedding is in Dunblane.,The wedding is this coming Saturday.,There are believed to be well over 100 names on the guest list .,The guest list is down - to - earth .,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,n,p,n,p,p,p,n,{},,
89,3VQTAXTYO79OGHYDCZWA3YP7U8LUB6,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:15:25 PDT 2020,2,BatchId:4050534;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:15:25 PDT 2020,,,3X66WABAJ163UOQZ43XO6KMQWNF3GG,A1XRIEYLA7ZJ3B,Submitted,2020-05-23 21:31:35,2020-05-23 21:35:25,Tue May 26 21:35:25 PDT 2020,,,,230,0% (0/0),0% (0/0),0% (0/0),cnndm1573,neusumm_out,"['656', '657', '658', '659', '660', '661', '662', '663', '664', '665', '666', '667', '668', '669', '670', '671']",Andy Murray celebrates winning a point in the second set against Novak Djokovic in the mens final . World No 3 Murray is set to marry his fiancee Sears in Dunblane Next Saturday . Djokovic holds the winners trophy after defeating Murray in the final of the Miami Open .,Tournament performances have restored Andy Murray to World No 3 .,Andy Murray has been restored to World No 3 .,The wedding takes Andy Murray's No 1 spot this week .,Andy Murray is going to marry Kim Sears.,The wedding is this week.,Kin Sears is Andy Murray's fiancée.,The wedding is in Dunblane.,The wedding is this coming Saturday.,There are believed to be well over 100 names on the guest list .,The guest list is down - to - earth .,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,n,p,p,n,n,{},,
90,385MDVINGG37Q4LUVROSJATHNT5WJS,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:15:26 PDT 2020,2,BatchId:4050534;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:15:26 PDT 2020,,,3LEP4MGT3LO5LZKLH6BMIIH57MYBDP,ALOYY3E72AQ1K,Submitted,2020-05-23 18:59:34,2020-05-23 19:59:53,Tue May 26 19:59:53 PDT 2020,,,,3619,0% (0/0),0% (0/0),0% (0/0),cnndm6731,neusumm_out,"['1520', '1521', '1522', '1523', '1524', '1525', '1526', '1527', '1528', '1529', '1530', '1531', '1532', '1533', '1534', '1535']","Suspended : The Pi Kappa Alpha House at the University of South Carolina has been suspended , after a brother was found dead in a house Wednesday morning . Charles Terreni Jr was four times over the legal alcohol limit when he died , an autopsy has found . He was found at the Pi Kappa Alpha House in Columbia , not far from campus , around 10:30 am on March 18 , the morning after an alleged ` kegger ' at the House for the annual Irish holiday .",Charles Terreni was 18.,Charles Terreni was found dead.,Charles Terreni was found at a frat house.,The frat house is in Columbia.,Charles Terreni was a USC freshman.,Charles Terreni was a member of the Pi Kappa Alpha House .,Coroner identified cause of death.,Toxicology tests showed the blood alcohol.,BLANK,The blood alcohol was .375 .,Neighbors said there was a large party.,A beer keg was still visible outside.,Cause of death identified was alcohol poisoning.,Charles Terreni was found on March 18.,BLANK,BLANK,n,n,n,n,p,n,n,n,p,p,p,n,p,n,p,n,{},,
91,385MDVINGG37Q4LUVROSJATHNT5WJS,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:15:26 PDT 2020,2,BatchId:4050534;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:15:26 PDT 2020,,,3LYA37P8IVBDZ5QV9NX9MVCVRVQBKX,A2Y5ZQV27N0D0Z,Submitted,2020-05-23 18:19:59,2020-05-23 18:22:02,Tue May 26 18:22:02 PDT 2020,,,,123,0% (0/0),0% (0/0),0% (0/0),cnndm6731,neusumm_out,"['1520', '1521', '1522', '1523', '1524', '1525', '1526', '1527', '1528', '1529', '1530', '1531', '1532', '1533', '1534', '1535']","Suspended : The Pi Kappa Alpha House at the University of South Carolina has been suspended , after a brother was found dead in a house Wednesday morning . Charles Terreni Jr was four times over the legal alcohol limit when he died , an autopsy has found . He was found at the Pi Kappa Alpha House in Columbia , not far from campus , around 10:30 am on March 18 , the morning after an alleged ` kegger ' at the House for the annual Irish holiday .",Charles Terreni was 18.,Charles Terreni was found dead.,Charles Terreni was found at a frat house.,The frat house is in Columbia.,Charles Terreni was a USC freshman.,Charles Terreni was a member of the Pi Kappa Alpha House .,Coroner identified cause of death.,Toxicology tests showed the blood alcohol.,BLANK,The blood alcohol was .375 .,Neighbors said there was a large party.,A beer keg was still visible outside.,Cause of death identified was alcohol poisoning.,Charles Terreni was found on March 18.,BLANK,BLANK,n,n,n,n,p,n,n,n,p,p,p,n,p,n,n,n,{},,
